YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT,,
2020,11,12,3.88,7.32,3.88,0.67,0.71,0.64,0.13,8.33,70.11,,
2020,11,13,3.89,7.76,3.87,0.57,0.72,0.65,0.13,8.44,71,,
2020,11,14,3.8,7.67,3.87,0.56,0.71,0.66,0.13,8.34,69.62,,
2020,11,15,3.68,7.15,3.84,0.66,0.7,0.65,0.13,8.02,66.88,,
2020,11,16,3.91,8.14,3.86,0.49,0.74,0.66,0.13,8.21,69.59,,
2020,11,17,3,3.75,3.8,1.61,0.57,0.57,0.12,6.91,54.62,,
2020,11,18,2.46,2.89,3.64,1.41,0.48,0.51,0.1,6.02,46.29,,
2020,11,19,3.26,6.21,3.73,0.72,0.63,0.61,0.12,7.23,59.47,,
2020,11,20,2.15,0.98,3.58,1.76,0.42,0.5,0.1,5.54,40.7,,
2020,11,21,3.39,5.95,3.54,0.96,0.66,0.59,0.12,7.23,60.83,,
2020,11,22,3.58,7.14,3.54,0.58,0.71,0.59,0.12,7.41,63.25,,
2020,11,23,3.6,7.69,3.58,0.51,0.72,0.55,0.11,7.8,65.62,,
2020,11,24,3.57,7.54,3.53,0.49,0.72,0.52,0.1,7.61,64.5,,
2020,11,25,3.56,7.43,3.53,0.58,0.72,0.5,0.1,7.46,63.39,,
2020,11,26,3.64,7.97,3.59,0.47,0.74,0.52,0.1,7.44,63.59,,
2020,11,27,3.7,8.37,3.66,0.42,0.76,0.53,0.11,7.7,65.16,,
2020,11,28,3.57,7.88,3.52,0.45,0.73,0.52,0.1,7.25,62.81,,
2020,11,29,3.51,7.57,3.48,0.49,0.73,0.53,0.11,7.13,61.69,,
2020,11,30,3.47,7.67,3.42,0.48,0.73,0.48,0.09,7.05,61.16,,
2020,12,1,3.45,7.72,3.4,0.46,0.73,0.47,0.09,7.17,61.42,,
2020,12,2,3.32,6.76,3.39,0.66,0.7,0.45,0.09,6.74,57.66,,
2020,12,3,3.5,8.06,3.46,0.46,0.74,0.44,0.09,7.16,61.48,,
2020,12,4,3.39,7.46,3.41,0.52,0.72,0.47,0.09,7.03,59.94,,
2020,12,5,3.33,7.23,3.3,0.52,0.71,0.45,0.09,6.86,59.05,,
2020,12,6,2.79,4.61,3.23,0.99,0.6,0.41,0.09,6,49.93,,
2020,12,7,3.09,5.81,3.21,0.82,0.66,0.41,0.09,6.33,54.44,,
2020,12,8,1.76,1.16,3.31,1.38,0.38,0.3,0.06,4.31,31.98,,
2020,12,9,2.87,4.44,3.27,1.24,0.62,0.38,0.08,5.95,49.82,,
2020,12,10,3.17,6.45,3.22,0.69,0.7,0.38,0.08,6.53,56.32,,
2020,12,11,3.01,5.95,3.26,0.78,0.66,0.36,0.07,6.29,53.43,,
2020,12,12,2.35,3.9,3.09,0.83,0.52,0.33,0.06,5.4,43.8,,
2020,12,13,1.69,1.5,3.09,1.16,0.37,0.29,0.05,4.22,31.74,,
2020,12,14,2.57,5.24,3.3,0.72,0.56,0.37,0.08,5.62,46.2,,
2020,12,15,3.26,7.39,3.23,0.48,0.72,0.46,0.09,6.93,59.23,,
2020,12,16,3.13,6.45,3.18,0.64,0.69,0.45,0.09,6.59,56.12,,
2020,12,17,2.6,4.81,3.2,0.86,0.57,0.39,0.08,5.79,47.23,,
2020,12,18,3.1,6.82,3.27,0.61,0.69,0.41,0.08,6.59,55.52,,
2020,12,19,3.27,7.38,3.23,0.49,0.73,0.41,0.09,6.71,57.85,,
2020,12,20,3.03,6.25,3.25,0.69,0.67,0.42,0.09,6.41,53.82,,
2020,12,21,2.98,5.86,3.19,0.75,0.66,0.38,0.08,6.25,52.77,,
2020,12,22,2.54,4.24,3.26,0.95,0.56,0.35,0.07,5.66,45.58,,
2020,12,23,2.57,3.68,3.23,1.09,0.57,0.33,0.06,5.46,44.73,,
2020,12,24,1.82,1.43,3.27,1.32,0.4,0.28,0.05,4.34,32.7,,
2020,12,25,2.79,5.09,3.16,0.98,0.62,0.36,0.07,6.02,50.17,,
2020,12,26,2.23,2.19,3.17,1.45,0.49,0.35,0.07,5.28,41.13,,
2020,12,27,2.6,4.8,3.16,0.72,0.57,0.35,0.07,5.64,46.75,,
2020,12,28,1.32,1.18,3.21,0.99,0.29,0.2,0.04,3.34,25.25,,
2020,12,29,2.75,5.59,3.22,0.75,0.6,0.3,0.06,5.84,48.94,,
2020,12,30,3.2,6.41,3.29,0.75,0.7,0.39,0.08,6.76,56.83,,
2020,12,31,1.64,2.14,3.31,0.95,0.36,0.26,0.05,4.13,30.61,,
2021,1,1,3.32,7.13,3.33,0.56,0.72,0.39,0.08,7,59.16,,
2021,1,2,2.57,2.99,3.2,1.53,0.55,0.34,0.07,5.93,47.17,,
2021,1,3,2.53,2.85,3.12,1.39,0.55,0.35,0.07,5.84,46.84,,
2021,1,4,2.93,4.83,3.23,1.08,0.62,0.41,0.09,6.69,54.23,,
2021,1,5,2.96,4.51,3.35,1.07,0.63,0.4,0.08,6.51,53.18,,
2021,1,6,2.53,2.39,3.22,1.72,0.54,0.33,0.07,5.6,45.26,,
2021,1,7,2.48,2.48,3.32,1.66,0.52,0.34,0.07,5.64,44.68,,
2021,1,8,3.14,6.06,3.37,0.77,0.66,0.41,0.09,6.71,56.4,,
2021,1,9,2,2.51,3.44,1.08,0.42,0.34,0.07,4.84,36.62,,
2021,1,10,3.28,6.3,3.41,0.68,0.68,0.44,0.09,7.01,59.1,,
2021,1,11,3.28,5.95,3.4,0.79,0.68,0.43,0.09,6.88,58.21,,
2021,1,12,1.74,0.69,3.24,1.46,0.36,0.28,0.05,4.34,32.3,,
2021,1,13,3.13,4.51,3.34,1.26,0.64,0.44,0.09,6.88,57.64,,
2021,1,14,3.31,6.52,3.4,0.7,0.67,0.45,0.09,7.08,60.31,,
2021,1,15,3.39,6.12,3.54,0.91,0.68,0.46,0.09,7.2,60.72,,
2021,1,16,3.49,7.32,3.47,0.54,0.7,0.48,0.09,7.59,64.76,,
2021,1,17,3.54,7.45,3.5,0.52,0.7,0.47,0.09,7.47,64.23,,
2021,1,18,3.5,7.07,3.47,0.57,0.69,0.47,0.09,7.36,63.29,,
2021,1,19,2.99,4.86,3.69,1.14,0.59,0.38,0.08,6.37,52.63,,
2021,1,20,3.67,7.29,3.63,0.63,0.71,0.44,0.09,7.74,66.05,,
2021,1,21,3.8,7.68,3.77,0.62,0.73,0.48,0.09,7.86,66.95,,
2021,1,22,2.17,2.63,3.75,1.09,0.41,0.32,0.06,5.16,39.88,,
2021,1,23,2.16,2.4,3.76,1.23,0.41,0.31,0.06,5.05,39.11,,
2021,1,24,3.27,4.9,3.78,1.15,0.62,0.45,0.09,7.24,58.98,,
2021,1,25,2.28,2.31,3.97,1.36,0.42,0.35,0.07,5.34,40.77,,
2021,1,26,3.97,8.05,4.02,0.55,0.73,0.48,0.09,8.34,70.45,,
2021,1,27,1.78,1.56,3.72,1.11,0.33,0.3,0.06,4.54,33.77,,
2021,1,28,1.29,0.7,3.79,1.01,0.23,0.25,0.05,3.62,25.41,,
2021,1,29,3.21,4.46,4.07,1.34,0.58,0.45,0.09,7.3,58.67,,
2021,1,30,4.03,7.98,4,0.62,0.72,0.59,0.12,8.69,73.27,,
2021,1,31,3.23,2.21,3.98,2.21,0.57,0.61,0.12,7.4,58.76,,
2021,2,1,3.72,5.25,3.91,1.2,0.65,0.69,0.14,8.23,67.8,,
2021,2,2,4.09,7.8,4.12,0.68,0.71,0.74,0.15,9.11,75.74,,
2021,2,3,2.94,2.71,4.36,1.73,0.51,0.58,0.12,6.94,52.84,,
2021,2,4,3.98,7.06,4.31,0.87,0.68,0.7,0.14,8.77,71.87,,
2021,2,5,4.4,8.85,4.35,0.48,0.74,0.67,0.13,9.41,78.98,,
2021,2,6,4.45,8.87,4.41,0.5,0.74,0.66,0.13,9.47,79.41,,
2021,2,7,4.39,7.83,4.39,0.64,0.73,0.66,0.13,9.45,78.73,,
2021,2,8,3.95,4.31,4.4,1.86,0.65,0.66,0.13,8.82,70.68,,
2021,2,9,3.62,3.45,4.25,1.87,0.59,0.66,0.13,8.27,65.78,,
2021,2,10,4.46,8.1,4.41,0.67,0.72,0.78,0.16,9.83,81.58,,
2021,2,11,3.23,2.55,4.41,1.94,0.52,0.74,0.15,7.86,60.12,,
2021,2,12,3.61,5.41,4.72,1.47,0.57,0.77,0.16,8.41,65.7,,
2021,2,13,3.3,1.85,4.58,2.39,0.52,0.71,0.14,8.03,60.86,,
2021,2,14,4.38,6.13,4.74,1.48,0.68,0.81,0.16,10.04,80.47,,
2021,2,15,3.55,2.06,4.53,2.5,0.55,0.8,0.16,8.75,66.83,,
2021,2,16,4.62,7.44,4.93,1.11,0.7,0.91,0.18,10.41,83.73,,
2021,2,17,5.08,9.48,5.09,0.63,0.77,1.05,0.21,11.06,90.45,,
2021,2,18,5.03,9.17,5.02,0.58,0.75,1.09,0.22,11.17,91.37,,
2021,2,19,4.94,8.73,4.98,0.57,0.73,1.12,0.23,11.23,91.27,,
2021,2,20,5.01,8.43,5.2,0.85,0.73,1.11,0.23,11.21,90.34,,
2021,2,21,5.23,9.51,5.21,0.49,0.77,1.01,0.2,11.61,94.68,,
2021,2,22,5.19,9.21,5.19,0.56,0.75,0.95,0.19,11.56,94.17,,
2021,2,23,4.5,5.34,5.04,1.74,0.64,0.95,0.19,10.66,84.06,,
2021,2,24,5.32,9.07,5.38,0.6,0.76,1,0.2,11.86,95.69,,
2021,2,25,5.44,9.42,5.45,0.57,0.77,1,0.2,11.96,97,,
2021,2,26,5.49,9.32,5.52,0.62,0.77,1.03,0.21,12.16,97.97,,
2021,2,27,5.59,9.82,5.55,0.6,0.77,0.93,0.19,12.16,98.78,,
2021,2,28,5.27,6.87,5.52,1.41,0.72,0.82,0.16,11.53,92.98,,
2021,3,1,5.68,9.71,5.66,0.58,0.77,0.91,0.18,12.24,99.68,,
2021,3,2,5.38,6.48,5.7,1.53,0.73,0.95,0.2,11.74,93.68,,
2021,3,3,2.94,1.07,5.14,2.35,0.39,0.59,0.12,7.02,53.38,,
2021,3,4,5.56,8.68,5.56,0.84,0.73,0.97,0.2,12.19,99.35,,
2021,3,5,5.53,7.76,5.66,1.21,0.73,1.23,0.25,12.45,99.93,,
2021,3,6,4.17,5.37,5.78,1.57,0.54,0.99,0.2,10.02,76.34,,
2021,3,7,3.64,1.31,5.71,2.89,0.47,0.95,0.19,9.34,68.37,,
2021,3,8,5.96,9.69,5.95,0.68,0.77,1.35,0.27,13.57,108.22,,
2021,3,9,5.38,6.94,5.98,1.46,0.68,1.27,0.25,12.48,97.33,,
2021,3,10,3.58,2.28,5.92,2.32,0.45,0.89,0.18,9.16,67.09,,
2021,3,11,4.2,3.51,6.01,2.24,0.52,0.88,0.18,10.28,77.13,,
2021,3,12,4.82,4.42,5.89,2.31,0.59,0.92,0.19,11.2,87.07,,
2021,3,13,6.11,9.36,6.1,0.84,0.75,1.12,0.23,13.66,109.91,,
2021,3,14,4.61,2.61,5.93,3.03,0.56,1.07,0.21,10.8,83.13,,
2021,3,15,4.64,5.1,6.34,1.8,0.56,1.09,0.22,11.2,85.07,,
2021,3,16,6.03,9.33,6.34,0.93,0.73,1.18,0.23,13.74,109.04,,
2021,3,17,5.59,5.57,6.29,2.26,0.66,1.44,0.28,13.21,102.11,,
2021,3,18,5.82,7.27,6.2,1.5,0.69,1.59,0.31,13.97,108.8,,
2021,3,19,4.84,4.67,6.2,1.96,0.57,1.44,0.28,12.34,92.66,,
2021,3,20,6.34,8.87,6.61,1.3,0.74,1.63,0.33,14.72,115.1,,
2021,3,21,6.52,9.49,6.61,1.07,0.76,1.51,0.3,14.93,117.76,,
2021,3,22,6.43,8.77,6.52,1.15,0.74,1.4,0.28,14.89,117.3,,
2021,3,23,5.76,6.87,6.63,1.63,0.66,1.27,0.26,13.52,104.26,,
2021,3,24,6.55,8.27,6.85,1.59,0.74,-999,0.28,15.14,117.66,,
2021,3,25,5.34,5.54,6.63,2.09,0.6,1.25,0.25,12.98,98.58,,
2021,3,26,6.61,9.11,6.8,0.94,0.74,1.44,0.29,15.33,120.09,,
2021,3,27,6.91,10.42,6.9,0.7,0.77,1.64,0.33,15.85,125.41,,
2021,3,28,6.94,10.22,6.93,0.77,0.77,1.75,0.35,15.87,125.55,,
2021,3,29,7.01,10.33,7.01,0.76,0.77,1.73,0.34,16.19,127.44,,
2021,3,30,7.01,10.13,7.01,0.79,0.77,1.6,0.32,16.04,126.67,,
2021,3,31,7.19,10.46,7.19,0.74,0.78,1.6,0.32,16.17,127.9,,
2021,4,1,6.99,9.74,7.05,0.95,0.76,1.55,0.31,16.12,126.98,,
2021,4,2,7.17,10.23,7.16,0.85,0.77,1.67,0.34,16.34,129.01,,
2021,4,3,7,9.02,7.19,1.45,0.75,1.8,0.36,16.07,126.29,,
2021,4,4,6.75,7.79,7.08,1.56,0.72,1.92,0.38,16.05,124.57,,
2021,4,5,6.95,8.86,7.16,1.35,0.73,2.1,0.41,16.37,127.84,,
2021,4,6,7.2,9.8,7.25,1.17,0.76,2.15,0.42,16.87,131.94,,
2021,4,7,6.51,7.12,7.16,2.14,0.68,1.95,0.38,15.55,120.38,,
2021,4,8,7.44,10.1,7.47,0.94,0.77,2.06,0.41,17.25,134.43,,
2021,4,9,7.41,10.32,7.45,0.9,0.77,2.02,0.4,17.33,135.1,,
2021,4,10,7.06,8.09,7.53,2.32,0.73,2.02,0.4,16.68,128.77,,
2021,4,11,5.95,3.32,7.43,3.69,0.61,1.81,0.36,14.69,109.53,,
2021,4,12,7.42,9.9,7.54,1.11,0.75,2.02,0.4,17.62,136.34,,
2021,4,13,7.65,10.7,7.77,1.03,0.77,1.97,0.39,17.81,137.98,,
2021,4,14,7.64,10.65,7.76,0.93,0.77,1.91,0.38,17.95,138.88,,
2021,4,15,7.69,10.61,7.68,0.95,0.77,1.93,0.38,17.74,138.83,,
2021,4,16,7.79,10.91,7.77,0.86,0.77,2.06,0.41,17.95,140.23,,
2021,4,17,7.56,10.15,7.58,1.02,0.75,1.98,0.4,17.62,138.27,,
2021,4,18,7.9,11.26,7.9,0.75,0.78,2.06,0.41,18.3,142.57,,
2021,4,19,7.9,11.16,7.9,0.81,0.77,2.05,0.41,18.38,143.22,,
2021,4,20,7.6,9.36,7.93,1.95,0.74,2.07,0.41,17.84,137.87,,
2021,4,21,7.61,9.7,7.64,1.24,0.74,1.96,0.39,18.05,140.77,,
2021,4,22,7.84,10.36,7.88,1.11,0.76,1.83,0.37,18.26,142.3,,
2021,4,23,7.94,11,7.96,0.86,0.77,1.95,0.39,18.86,145.97,,
2021,4,24,7.47,8.16,7.87,2.35,0.72,1.91,0.38,17.9,137.81,,
2021,4,25,3.82,1.46,7.56,2.89,0.37,1.15,0.23,10.51,75.09,,
2021,4,26,5.96,5.2,8.1,2.71,0.57,1.51,0.3,14.84,110.22,,
2021,4,27,8,10.97,8.1,0.91,0.76,1.7,0.34,18.95,146.84,,
2021,4,28,8.27,12.07,8.28,0.63,0.78,1.97,0.4,19.48,150.72,,
2021,4,29,8.02,10.7,8.09,1.24,0.76,2.3,0.45,19.05,148.11,,
2021,4,30,7.76,9.02,8.03,1.44,0.73,2.52,0.49,18.98,145.34,,
2021,5,1,7.24,7.06,8.04,2.28,0.68,2.36,0.46,17.7,134.34,,
2021,5,2,8.2,11.3,8.23,0.79,0.77,2.42,0.48,19.69,151.68,,
2021,5,3,8.31,11.39,8.35,0.79,0.77,2.25,0.45,19.7,151.95,,
2021,5,4,8.17,11.02,8.2,0.87,0.76,2.36,0.47,19.59,151.49,,
2021,5,5,8.04,10.78,8.11,0.9,0.74,2.32,0.46,19.46,150.55,,
2021,5,6,8.13,10.5,8.17,1.15,0.75,2.3,0.45,19.12,149.17,,
2021,5,7,8.47,11.62,8.5,0.76,0.78,2.4,0.48,20.21,155.23,,
2021,5,8,8.35,11.23,8.4,0.87,0.77,2.22,0.45,19.85,153.35,,
2021,5,9,8.39,11.05,8.42,1.07,0.77,2.35,0.47,19.89,153.71,,
2021,5,10,8.27,10.88,8.3,0.95,0.76,2.22,0.45,19.78,153.09,,
2021,5,11,8.28,10.84,8.31,0.95,0.75,2.16,0.43,19.62,152.36,,
2021,5,12,8.37,10.86,8.43,1.01,0.76,2.23,0.45,19.76,153.02,,
2021,5,13,8.34,10.67,8.38,1.07,0.76,2.33,0.46,19.74,153.11,,
2021,5,14,8.33,10.5,8.39,1.06,0.75,2.4,0.48,20.02,154.51,,
2021,5,15,8.42,10.89,8.47,1.04,0.76,2.28,0.45,20.23,155.8,,
2021,5,16,8.06,9.33,8.19,1.49,0.73,2.02,0.41,19.34,150.02,,
2021,5,17,8.19,10.07,8.23,1.24,0.73,2.09,0.42,19.65,152.79,,
2021,5,18,8.59,11.34,8.63,0.89,0.77,2.3,0.46,20.52,157.96,,
2021,5,19,8.7,11.87,8.72,0.81,0.77,2.36,0.47,20.78,159.7,,
2021,5,20,8.87,12.36,8.93,0.75,0.79,2.4,0.48,21.08,161.23,,
2021,5,21,7.61,8.09,8.7,1.98,0.68,1.95,0.39,18.35,139.23,,
2021,5,22,7.9,9.18,8.54,1.74,0.7,1.76,0.35,18.83,145.08,,
2021,5,23,8.63,11.41,8.67,0.89,0.77,2.01,0.41,20.57,158.9,,
2021,5,24,8.49,11.23,8.52,0.9,0.75,2.26,0.45,20.54,158.71,,
2021,5,25,8.03,7.68,8.67,2.82,0.71,2.41,0.48,19.81,150.18,,
2021,5,26,8.79,12.03,8.83,0.75,0.77,2.6,0.52,21.22,162.51,,
2021,5,27,8.8,11.81,8.87,0.89,0.77,2.49,0.49,21.01,161.41,,
2021,5,28,8.44,10.64,8.61,1.11,0.74,2.57,0.51,21,160.06,,
2021,5,29,8.47,10.74,8.56,1.07,0.74,2.52,0.5,20.7,159.12,,
2021,5,30,8.34,10.58,8.38,1.03,0.73,2.32,0.46,20.18,157.01,,
2021,5,31,8.31,10.44,8.38,1.11,0.73,2.29,0.45,20.32,157.33,,
2021,6,1,8.34,9.91,8.49,1.31,0.73,2.24,0.45,20.09,155.67,,
2021,6,2,8.49,10.58,8.56,1.15,0.74,2.27,0.45,20.23,157.2,,
2021,6,3,8.47,10.71,8.62,1.09,0.74,2.37,0.47,20.45,157.64,,
2021,6,4,8.75,11.5,8.82,0.88,0.77,2.55,0.51,21.09,162.05,,
2021,6,5,8.71,11.66,8.79,0.85,0.76,2.65,0.52,21.36,163.46,,
2021,6,6,8.7,11.59,8.74,0.84,0.76,2.57,0.51,21.35,163.66,,
2021,6,7,7.31,7.14,8.71,2.34,0.63,2.21,0.44,18.45,138.1,,
2021,6,8,8.91,12.03,8.95,0.77,0.77,2.57,0.51,21.55,165.13,,
2021,6,9,8.96,12.04,9.04,0.81,0.78,2.71,0.53,21.55,164.89,,
2021,6,10,9.03,12.33,9.1,0.75,0.78,2.71,0.53,21.59,165.32,,
2021,6,11,8.81,11.94,8.86,0.77,0.77,2.71,0.53,21.59,165.22,,
2021,6,12,8.61,11.59,8.66,0.78,0.75,2.8,0.55,21.52,164.54,,
2021,6,13,8.63,11.56,8.7,0.74,0.75,2.79,0.55,21.77,165.59,,
2021,6,14,8.69,11.66,8.76,0.81,0.75,2.76,0.55,21.68,165.41,,
2021,6,15,8.37,9.64,8.54,1.39,0.73,2.71,0.53,20.7,158.97,,
2021,6,16,7.5,6.05,8.2,3.09,0.65,2.42,0.48,18.45,142.8,,
2021,6,17,7.69,8.18,8.05,1.81,0.66,2.54,0.5,19.1,148.6,,
2021,6,18,8.01,8.79,8.32,1.7,0.7,2.67,0.52,19.74,152.52,,
2021,6,19,8.4,9.92,8.48,1.37,0.73,2.7,0.52,20.51,158.56,,
2021,6,20,8.63,10.86,8.71,1.05,0.75,2.88,0.56,21.27,162.91,,
2021,6,21,8.79,11.43,8.85,0.97,0.76,2.94,0.57,21.33,163.8,,
2021,6,22,8.78,11.76,8.83,0.8,0.76,2.91,0.57,21.74,165.92,,
2021,6,23,8.73,11.75,8.81,0.82,0.76,2.8,0.55,21.77,165.78,,
2021,6,24,8.83,11.92,8.89,0.78,0.77,2.78,0.55,21.74,166.02,,
2021,6,25,8.78,11.78,8.84,0.81,0.77,2.78,0.55,21.46,164.48,,
2021,6,26,8.31,10.51,8.46,1.04,0.72,2.72,0.53,20.91,160.23,,
2021,6,27,8.31,10.35,8.45,1.08,0.72,2.67,0.52,20.68,158.8,,
2021,6,28,8.19,9.56,8.36,1.32,0.71,2.59,0.51,20.43,157.02,,
2021,6,29,7.8,8.39,8.14,1.79,0.68,2.38,0.47,19.03,148.37,,
2021,6,30,8.34,10.31,8.49,1.24,0.73,2.59,0.51,20.38,157.3,,
2021,7,1,8.57,11.22,8.65,0.89,0.75,2.68,0.52,21.26,162.62,,
2021,7,2,8.68,11.2,8.77,0.93,0.76,2.66,0.52,21.21,162.38,,
2021,7,3,8.32,9.85,8.67,1.46,0.73,2.67,0.52,20.62,157.02,,
2021,7,4,8.74,11.59,8.79,0.86,0.77,2.8,0.55,21.28,163.04,,
2021,7,5,8.67,11.5,8.73,0.84,0.76,2.77,0.54,21.19,162.45,,
2021,7,6,8.56,11.22,8.61,0.93,0.75,2.76,0.54,21.03,161.42,,
2021,7,7,8.36,10.54,8.5,1.16,0.73,2.73,0.53,20.7,158.85,,
2021,7,8,7.77,8.88,8.29,1.65,0.68,2.62,0.52,19.51,149.36,,
2021,7,9,7.98,9.46,8.13,1.29,0.7,2.67,0.52,20.11,154.88,,
2021,7,10,7.95,9.64,8.04,1.18,0.7,2.65,0.52,20.18,155.55,,
2021,7,11,7.93,9.28,8.02,1.27,0.7,2.6,0.51,19.82,153.56,,
2021,7,12,7.86,9.07,8.04,1.38,0.7,2.45,0.48,19.22,149.8,,
2021,7,13,7.65,8.09,8.07,1.85,0.68,2.35,0.46,18.73,145.19,,
2021,7,14,7.64,8,7.94,1.78,0.68,2.27,0.45,18.45,144.46,,
2021,7,15,7.97,8.81,8.07,1.57,0.7,2.42,0.48,19.16,149.8,,
2021,7,16,8.18,9.95,8.28,1.27,0.73,2.62,0.52,20.01,154.42,,
2021,7,17,8.22,9.85,8.28,1.28,0.73,2.63,0.52,20.09,155.11,,
2021,7,18,5.41,4.38,7.92,2.77,0.48,1.76,0.35,14.08,106.52,,
2021,7,19,7.92,9.19,8.04,1.37,0.71,2.6,0.51,19.99,153.63,,
2021,7,20,8.23,10.55,8.27,1.02,0.73,2.73,0.53,20.52,157.36,,
2021,7,21,8.17,10.41,8.33,1.06,0.73,2.71,0.53,20.34,155.43,,
2021,7,22,7.92,8.87,8.27,1.79,0.71,2.57,0.51,19.76,150.62,,
2021,7,23,7.97,8.98,8.13,1.76,0.72,2.48,0.49,19.66,151.48,,
2021,7,24,7.54,7.3,7.94,2.31,0.68,2.35,0.47,18.46,142.93,,
2021,7,25,7.48,6.88,7.81,2.46,0.68,2.39,0.47,18.48,143.06,,
2021,7,26,3.82,1.59,7.63,2.61,0.34,1.43,0.29,10.62,77.17,,
2021,7,27,7.97,9.87,8.05,1.13,0.73,2.59,0.51,20.05,153.55,,
2021,7,28,7.71,8.77,7.93,1.39,0.7,2.59,0.51,19.61,149.67,,
2021,7,29,7.72,9.15,7.97,1.31,0.7,2.53,0.5,19.51,148.79,,
2021,7,30,7.8,8.97,8.02,1.57,0.72,2.55,0.5,19.54,149.46,,
2021,7,31,8.08,9.79,8.27,1.4,0.74,2.55,0.5,19.77,151.2,,
2021,8,1,8.14,10.64,8.18,1.08,0.75,2.54,0.5,19.77,152.34,,
2021,8,2,8.34,11.37,8.4,0.79,0.77,2.66,0.52,20.18,154.51,,
2021,8,3,8.09,10.93,8.14,0.86,0.75,2.77,0.54,20.06,153.41,,
2021,8,4,8.04,10.76,8.05,0.92,0.75,2.73,0.53,19.73,151.91,,
2021,8,5,8.23,11.09,8.28,0.82,0.77,2.75,0.53,20.01,152.91,,
2021,8,6,8.22,11.11,8.24,0.85,0.77,2.61,0.51,19.68,151.43,,
2021,8,7,7.25,7.23,7.56,2.01,0.68,2.2,0.43,17.04,134.02,,
2021,8,8,7.7,8.49,7.88,1.7,0.73,2.37,0.46,18.16,141.16,,
2021,8,9,7.9,10.35,7.93,1.01,0.75,2.52,0.49,19.25,148.42,,
2021,8,10,7.65,9.84,7.81,1.02,0.73,2.55,0.49,18.95,145.35,,
2021,8,11,6.47,6.14,7.47,2.37,0.62,2.16,0.42,16.12,123.9,,
2021,8,12,7.31,8.25,7.41,1.53,0.7,2.36,0.46,17.61,137.98,,
2021,8,13,7.12,7.61,7.22,1.78,0.69,2.23,0.43,16.84,133.81,,
2021,8,14,6.87,6.99,7.01,1.88,0.66,2.14,0.42,16.43,130.6,,
2021,8,15,6.58,6.5,6.8,1.93,0.63,2.03,0.4,15.7,125.3,,
2021,8,16,5.52,4.15,5.71,2.44,0.54,1.38,0.27,11.2,99.56,,
2021,8,17,7.2,8.34,7.27,1.51,0.7,2.21,0.44,17.27,135.21,,
2021,8,18,7.53,9.61,7.53,1.16,0.73,2.22,0.44,17.97,140.02,,
2021,8,19,6.34,5.64,6.54,2.15,0.62,1.62,0.32,14.1,116.14,,
2021,8,20,6.17,5.57,6.35,2.19,0.61,1.53,0.3,13.38,111.96,,
2021,8,21,6.96,7.87,7.02,1.54,0.69,1.98,0.39,16.48,130.45,,
2021,8,22,6.91,7.73,6.94,1.65,0.69,1.91,0.38,15.97,127.87,,
2021,8,23,7.03,8.28,7.05,1.42,0.7,1.99,0.4,16.56,131.2,,
2021,8,24,7.28,8.98,7.32,1.29,0.73,2.11,0.41,17.02,133.7,,
2021,8,25,7.39,9.59,7.41,1.15,0.75,2.19,0.43,17.46,136.3,,
2021,8,26,7.42,10.4,7.44,0.83,0.75,2.22,0.44,17.89,138.56,,
2021,8,27,7.14,9.61,7.25,0.93,0.73,2.02,0.41,17.28,134.11,,
2021,8,28,7.07,8.66,7.15,1.28,0.73,2.04,0.41,17.04,132.55,,
2021,8,29,7.17,9.49,7.19,1.06,0.74,2.12,0.41,17.18,133.83,,
2021,8,30,6.97,8.9,6.96,1.2,0.72,2.05,0.41,16.6,130.37,,
2021,8,31,6.65,7.56,6.93,1.7,0.7,2.02,0.4,16.29,125.97,,
2021,9,1,7.14,10.16,7.12,0.81,0.75,2.1,0.41,17.27,134.23,,
2021,9,2,7.32,10.94,7.29,0.66,0.77,2.18,0.43,17.63,136.23,,
2021,9,3,7.46,11.06,7.44,0.66,0.79,2.12,0.42,17.38,135.05,,
2021,9,4,7.09,10.11,7.08,0.79,0.75,2.09,0.41,16.91,131.89,,
2021,9,5,6.77,8.2,6.97,1.41,0.73,2.12,0.41,16.35,126.54,,
2021,9,6,6.71,8.93,6.75,1.05,0.72,2.15,0.42,16.46,128.1,,
2021,9,7,6.52,8.56,6.67,1.02,0.7,2.08,0.41,15.89,124.06,,
2021,9,8,6.39,7.97,6.55,1.2,0.7,2.02,0.39,15.51,121.58,,
2021,9,9,5.78,5.97,6.52,1.91,0.63,1.88,0.37,14.38,110.49,,
2021,9,10,6.44,8.58,6.55,1,0.71,2.02,0.4,16.02,124.29,,
2021,9,11,6.81,10.14,6.8,0.7,0.76,2.02,0.4,16.39,127.88,,
2021,9,12,6.83,10.05,6.89,0.73,0.76,2.03,0.4,16.23,126.34,,
2021,9,13,6.7,9.71,6.76,0.8,0.75,2.02,0.4,16.02,124.8,,
2021,9,14,6.54,9.34,6.57,0.85,0.73,1.94,0.38,15.46,121.58,,
2021,9,15,6.35,8.53,6.39,1.11,0.72,1.76,0.34,14.66,116.79,,
