-BEGIN HEADER-,,,,,,,,,,,San Francisco
2015,10,30,4.21,8.11,4.18,0.57,0.72,0.86,0.17,9.27,77.39
2015,10,31,3.92,6.6,4.04,1.04,0.68,0.84,0.17,8.84,73.22
2015,11,1,2.93,3.37,3.94,1.36,0.51,0.71,0.14,7.24,56.21
2015,11,2,2.83,3.1,3.9,1.41,0.5,0.62,0.12,6.74,52.82
2015,11,3,4.12,8.19,4.1,0.53,0.73,0.62,0.12,8.83,74.4
2015,11,4,4.07,7.94,4.07,0.58,0.73,0.61,0.12,8.62,72.8
2015,11,5,3.56,4.72,3.87,1.34,0.64,0.62,0.12,7.95,65.26
2015,11,6,3.93,7.76,3.93,0.57,0.72,0.69,0.14,8.42,71.27
2015,11,7,3.88,7.69,3.86,0.55,0.72,0.69,0.14,8.27,70.24
2015,11,8,2.02,1.18,3.66,1.53,0.38,0.46,0.09,5.3,38.95
2015,11,9,2.72,3.09,3.67,1.42,0.52,0.48,0.1,6.41,50.8
2015,11,10,3.7,7.06,3.73,0.73,0.7,0.51,0.1,7.77,66.19
2015,11,11,3.82,7.94,3.78,0.52,0.73,0.55,0.11,7.87,67.56
2015,11,12,3.72,7.76,3.7,0.54,0.72,0.56,0.11,7.86,67.24
2015,11,13,3.64,7.71,3.62,0.49,0.71,0.55,0.11,7.71,66.13
2015,11,14,3.56,7.28,3.56,0.59,0.7,0.56,0.12,7.5,64.32
2015,11,15,3.22,5.14,3.55,1.09,0.64,0.51,0.1,7.05,58.44
2015,11,16,3.64,8.02,3.62,0.47,0.73,0.45,0.09,7.56,65.17
2015,11,17,3.25,5.02,3.44,1.17,0.66,0.5,0.1,7.16,60.14
2015,11,18,3.02,4.77,3.39,1.22,0.62,0.52,0.1,6.81,56.46
2015,11,19,3.49,7.73,3.46,0.5,0.72,0.55,0.11,7.34,63.23
2015,11,20,2.91,4.4,3.35,1.18,0.6,0.51,0.1,6.62,54.23
2015,11,21,3.21,5.95,3.34,0.88,0.67,0.5,0.1,6.84,58.12
2015,11,22,2.84,2.79,3.3,1.72,0.6,0.46,0.09,6.18,50.89
2015,11,23,1.84,1.86,3.26,1.16,0.39,0.35,0.07,4.53,34.2
2015,11,24,2.35,3.5,3.18,1.02,0.5,0.38,0.08,5.37,43.3
2015,11,25,3.09,5.8,3.28,0.99,0.66,0.41,0.09,6.54,55.52
2015,11,26,3.26,7.23,3.27,0.53,0.71,0.37,0.07,6.62,57.68
2015,11,27,3.33,7.61,3.32,0.5,0.73,0.38,0.07,6.63,57.98
2015,11,28,3.27,7.3,3.27,0.56,0.72,0.38,0.08,6.45,56.6
2015,11,29,3.25,7.11,3.25,0.53,0.72,0.38,0.08,6.39,56.1
2015,11,30,1.53,0.83,2.93,1.24,0.34,0.27,0.05,3.91,29.09
2015,12,1,2.9,5.68,3,0.8,0.65,0.39,0.08,5.98,52.03
2015,12,2,2.03,1.19,2.91,1.59,0.46,0.34,0.07,4.99,38.45
2015,12,3,1.15,1.52,2.93,0.72,0.27,0.2,0.04,3,22.22
2015,12,4,2.92,6.39,3.06,0.6,0.66,0.34,0.07,6.09,52.72
2015,12,5,1.88,1.05,3.03,1.49,0.43,0.29,0.05,4.56,34.33
2015,12,6,1.4,1.02,2.84,1.04,0.33,0.24,0.05,3.68,26.95
2015,12,7,1.91,1.02,2.8,1.54,0.45,0.29,0.06,4.64,35.84
2015,12,8,1.49,0.7,2.9,1.25,0.34,0.27,0.05,3.91,27.93
2015,12,9,1.48,1.06,2.81,1.1,0.34,0.27,0.05,3.76,27.78
2015,12,10,2.28,2.34,2.78,1.33,0.54,0.34,0.07,5.08,41.17
2015,12,11,2.72,5.13,2.92,0.75,0.64,0.3,0.06,5.73,48.91
2015,12,12,2.31,3.64,2.85,1.07,0.55,0.25,0.05,5.13,42.37
2015,12,13,1.68,1.83,2.83,1.02,0.4,0.23,0.05,4.08,31.44
2015,12,14,2.99,7.05,3.01,0.49,0.71,0.29,0.05,6,52.76
2015,12,15,3.02,7.22,3.02,0.52,0.72,0.31,0.06,5.95,52.48
2015,12,16,2.82,6.44,2.86,0.58,0.67,0.32,0.06,5.84,51.2
2015,12,17,2.19,3.35,2.84,1.11,0.52,0.3,0.06,4.93,40.38
2015,12,18,1.53,1.56,2.78,1.07,0.37,0.27,0.05,3.93,29.3
2015,12,19,2.65,4.99,2.81,0.86,0.63,0.34,0.07,5.51,47.02
2015,12,20,1.31,0.91,2.74,0.97,0.31,0.21,0.05,3.51,25.23
2015,12,21,0.72,0.4,2.72,0.59,0.17,0.13,0.03,2.12,14.02
2015,12,22,1.46,1.09,2.75,1.07,0.35,0.25,0.05,3.84,28.01
2015,12,23,2.73,5.58,2.89,0.83,0.66,0.35,0.07,5.79,49.4
2015,12,24,1.9,2.64,2.86,0.92,0.45,0.26,0.05,4.36,34.74
2015,12,25,2.74,5.43,2.91,0.77,0.66,0.27,0.05,5.69,48.8
2015,12,26,3.04,7.25,3.04,0.53,0.73,0.31,0.06,5.98,52.62
2015,12,27,2.28,2.73,2.87,1.28,0.54,0.3,0.06,5,40.85
2015,12,28,2.53,4.35,2.87,1.01,0.6,0.27,0.05,5.38,45.43
2015,12,29,2.96,6.93,2.95,0.53,0.7,0.3,0.05,5.97,52.53
2015,12,30,1.79,2.24,2.91,1.08,0.42,0.24,0.05,4.3,33.16
2015,12,31,3.06,7.29,3.05,0.5,0.72,0.32,0.06,6.03,53.18
2016,1,1,2.86,5.81,2.98,0.77,0.67,0.32,0.06,5.68,49.44
2016,1,2,1.93,1.31,2.82,1.44,0.45,0.3,0.06,4.66,36.04
2016,1,3,1.27,0.58,2.71,1.06,0.3,0.23,0.05,3.45,24.48
2016,1,4,1.52,1.19,2.77,1.11,0.35,0.23,0.05,3.86,28.71
2016,1,5,1.1,1.03,2.98,0.81,0.25,0.16,0.03,2.97,21.31
2016,1,6,1.49,1.02,2.96,1.12,0.34,-999,0.05,3.85,28.4
2016,1,7,2.64,5.23,3.03,0.71,0.6,0.27,0.05,5.65,47.79
2016,1,8,1.59,0.82,2.96,1.29,0.36,0.22,0.05,4.09,29.91
2016,1,9,1.34,0.6,2.9,1.11,0.3,0.2,0.04,3.55,25.41
2016,1,10,1.68,1.64,2.89,1.12,0.38,0.23,0.05,4.12,31.71
2016,1,11,1.55,0.79,2.94,1.24,0.34,0.24,0.05,4.05,29.54
2016,1,12,1.94,1.21,2.99,1.54,0.43,0.28,0.05,4.77,36.36
2016,1,13,2.49,3.98,3.13,1.05,0.55,0.34,0.07,5.51,45.26
2016,1,14,1.23,0.51,2.97,1.03,0.27,0.23,0.05,3.41,23.95
2016,1,15,2.87,4.55,3.12,1.26,0.62,0.38,0.08,6.23,52.54
2016,1,16,1.15,0.64,3.04,0.9,0.25,0.23,0.05,3.25,22.71
2016,1,17,0.84,0.37,3.02,0.69,0.18,0.18,0.04,2.55,16.94
2016,1,18,2.22,2.47,3.2,1.31,0.47,0.35,0.07,5.34,41.8
2016,1,19,1.86,1.94,3.19,0.97,0.39,0.29,0.06,4.64,35.34
2016,1,20,2.54,1.84,3.25,1.72,0.53,0.39,0.08,6,47.34
2016,1,21,2.25,1.41,3.24,1.67,0.46,0.39,0.08,5.55,42.5
2016,1,22,1.13,0.51,3.23,0.93,0.23,0.23,0.05,3.22,22.22
2016,1,23,2.69,3.71,3.45,1.28,0.55,0.4,0.08,6.14,49.52
2016,1,24,2.82,3.91,3.44,1.35,0.57,0.38,0.08,6.41,51.95
2016,1,25,2.46,2.9,3.41,1.3,0.49,0.36,0.07,5.84,45.96
2016,1,26,3.08,3.87,3.5,1.58,0.61,0.43,0.09,6.82,56.36
2016,1,27,3.38,5.85,3.47,0.91,0.66,0.46,0.09,7.1,60.53
2016,1,28,1.75,0.97,3.45,1.37,0.34,0.36,0.07,4.73,34.01
2016,1,29,1.17,0.68,3.42,0.91,0.23,0.29,0.06,3.38,23.23
2016,1,30,2.85,2.93,3.64,1.56,0.55,0.53,0.11,6.73,52.83
2016,1,31,3.47,5.66,3.78,1,0.66,0.52,0.1,7.52,62.02
2016,2,1,3.97,8.3,3.96,0.55,0.74,0.45,0.09,8.21,69.78
2016,2,2,3.06,4.05,3.7,1.26,0.57,0.41,0.09,6.85,55.54
2016,2,3,2.61,1.77,3.72,1.82,0.48,0.4,0.08,6.23,48.15
2016,2,4,3.66,5.3,3.84,1.3,0.66,0.49,0.1,7.98,66.35
2016,2,5,3.93,6.94,3.95,1.01,0.71,0.52,0.1,8.15,69.14
2016,2,6,3.78,6.16,3.91,1.13,0.67,0.56,0.12,8.31,68.93
2016,2,7,4.13,8.29,4.08,0.55,0.73,0.66,0.13,8.95,74.84
2016,2,8,4.21,8.44,4.16,0.55,0.73,0.7,0.14,9.07,75.77
2016,2,9,3.54,3.56,4.2,2.03,0.61,0.64,0.13,7.95,63.27
2016,2,10,3.68,4.5,4.1,1.47,0.63,0.67,0.13,8.25,66.72
2016,2,11,2.96,1.62,3.97,2.27,0.5,0.62,0.12,7.07,54.98
2016,2,12,3.34,2.53,3.97,2.16,0.56,0.66,0.13,7.84,62.15
2016,2,13,4.48,8.32,4.49,0.67,0.74,0.73,0.15,9.66,79.58
2016,2,14,3.93,5.03,4.31,1.57,0.65,0.73,0.15,9.27,73.79
2016,2,15,4.5,8.46,4.46,0.61,0.73,0.86,0.17,9.98,81.9
2016,2,16,4.51,8.08,4.51,0.76,0.73,0.88,0.18,9.87,81.04
2016,2,17,2.1,1.28,4.28,1.46,0.34,0.58,0.12,5.71,40.69
2016,2,18,3.96,6.05,4.63,1.15,0.62,0.79,0.16,9.26,72.77
2016,2,19,2.79,1.86,4.54,1.95,0.44,0.62,0.12,7.33,54.03
2016,2,20,4.11,4.28,4.66,2.06,0.63,0.74,0.15,9.32,74.43
2016,2,21,4.76,7.69,4.76,0.9,0.73,0.84,0.17,10.47,85.19
2016,2,22,4.71,6.02,4.91,1.58,0.72,0.88,0.18,10.43,84.23
2016,2,23,4.86,6.66,5.02,1.34,0.73,0.85,0.17,10.62,85.67
2016,2,24,4.71,7.39,4.72,0.99,0.7,0.77,0.16,10.3,85.05
2016,2,25,4.47,5.97,4.72,1.57,0.66,0.85,0.17,10.02,81.7
2016,2,26,3.77,2.45,4.72,2.54,0.55,0.84,0.17,9.12,70.76
2016,2,27,4.7,5.98,4.93,1.55,0.68,0.88,0.18,10.67,85.62
2016,2,28,3.21,1.25,4.79,2.52,0.46,0.72,0.14,8.26,61.64
2016,2,29,4.95,7.23,5.13,1.15,0.7,0.98,0.2,11.31,90.73
2016,3,1,5.11,7.99,5.17,0.83,0.72,1.05,0.21,11.56,93.72
2016,3,2,3.55,1.82,5.15,2.5,0.49,0.91,0.18,8.85,66.8
2016,3,3,2.38,0.86,4.89,1.89,0.33,0.67,0.13,6.6,46.98
2016,3,4,1.57,0.63,4.96,1.24,0.21,0.43,0.09,4.68,32.02
2016,3,5,1.29,0.58,5.14,0.98,0.17,0.4,0.08,4.02,26.74
2016,3,6,3.87,4.05,5.4,1.8,0.52,0.89,0.18,9.55,72.48
2016,3,7,3.73,2.94,5.54,2.27,0.5,0.77,0.16,9.12,69.12
2016,3,8,3.28,1.96,5.51,2.25,0.44,0.7,0.14,8.58,62.76
2016,3,9,2.6,0.97,5.3,2.05,0.34,0.71,0.14,7.22,51.29
2016,3,10,1.87,0.87,5.36,1.4,0.24,0.6,0.12,5.59,38.16
2016,3,11,3.09,1.8,5.59,1.95,0.4,0.8,0.16,8.3,59.79
2016,3,12,2.24,0.91,5.45,1.71,0.29,0.54,0.11,6.43,44.88
2016,3,13,1.49,0.61,5.45,1.16,0.19,0.46,0.09,4.66,31.12
2016,3,14,4.51,3.26,5.75,2.71,0.56,1.12,0.22,10.87,83.61
2016,3,15,5.87,8.72,5.87,0.97,0.73,1.27,0.26,13.24,106.77
2016,3,16,6.03,9.48,6.01,0.69,0.74,1.38,0.27,13.88,110.62
2016,3,17,6.07,9.12,6.12,0.91,0.74,1.39,0.28,13.83,110.16
2016,3,18,4.63,3.54,6.1,2.44,0.56,1.2,0.23,11.32,85.84
2016,3,19,5.06,4,6.04,2.62,0.61,1.28,0.25,12.32,94.84
2016,3,20,2.93,1.28,5.95,2.19,0.35,0.86,0.17,8.16,58.27
2016,3,21,2.71,1.45,5.86,1.91,0.32,0.7,0.14,7.33,52.65
2016,3,22,6.16,8.87,6.43,1.22,0.73,1.21,0.24,14.21,112.12
2016,3,23,5.94,5.94,6.4,2.22,0.7,1.31,0.27,13.7,107.48
2016,3,24,6.2,8.48,6.26,1.2,0.72,1.44,0.29,14.25,113.93
2016,3,25,6.4,8.94,6.45,1.03,0.73,1.59,0.32,14.98,117.84
2016,3,26,6.12,7.97,6.38,1.26,0.7,1.62,0.32,14.78,114.93
2016,3,27,5.66,5.31,6.66,2.19,0.64,1.41,0.28,13.64,103.99
2016,3,28,6.36,8.66,6.8,1.26,0.72,1.33,0.27,14.74,114.63
2016,3,29,6.67,9.63,6.73,0.86,0.75,1.23,0.25,15.23,120.02
2016,3,30,5.82,6.26,6.64,2.03,0.65,1.2,0.24,13.87,107.18
2016,3,31,5.87,5.89,6.77,1.87,0.65,1.37,0.27,14.27,108.39
2016,4,1,5.69,5.84,6.85,2.07,0.62,1.49,0.3,13.89,105.29
2016,4,2,5.27,4.67,6.83,2.17,0.58,1.45,0.29,13.02,97.94
2016,4,3,6.37,7.04,6.92,1.98,0.69,1.54,0.3,14.75,115.3
2016,4,4,7.04,9.82,7.16,0.91,0.76,1.58,0.32,16.2,126.46
2016,4,5,7.17,10.8,7.17,0.65,0.77,1.54,0.31,16.47,129.41
2016,4,6,6.61,7.69,6.9,1.62,0.7,1.49,0.3,14.92,118.57
2016,4,7,4.59,1.99,6.45,3.2,0.48,1.22,0.24,10.99,85.49
2016,4,8,3.07,1.11,6.25,2.32,0.32,0.98,0.2,8.31,60.95
2016,4,9,2.9,1.13,6.61,2.13,0.3,1,0.2,8.33,58.66
2016,4,10,2.44,1.03,6.52,1.82,0.25,0.87,0.17,7.22,49.78
2016,4,11,4.41,2.4,6.8,2.86,0.45,1.3,0.26,11.52,84.91
2016,4,12,3.76,1.88,6.92,2.47,0.38,1.09,0.22,9.95,72.29
2016,4,13,7.08,8.85,7.21,1.28,0.73,1.66,0.34,16.38,128.73
2016,4,14,6.92,7.66,7.41,1.97,0.7,1.65,0.33,16.37,126.52
2016,4,15,7.62,11.25,7.63,0.66,0.77,1.77,0.36,17.66,137.75
2016,4,16,7.64,11.19,7.64,0.65,0.77,1.94,0.39,17.83,138.77
2016,4,17,7.66,11.19,7.65,0.77,0.77,1.94,0.39,17.65,138.38
2016,4,18,7.51,9.44,7.61,1.26,0.75,1.87,0.38,17.15,134.63
2016,4,19,6.08,5.63,7.61,2.81,0.6,1.56,0.31,14.2,109.45
2016,4,20,6.6,6.85,7.36,2.21,0.65,1.67,0.34,15.85,123.3
2016,4,21,4.96,3.15,7.46,2.8,0.48,1.52,0.3,12.96,94.75
2016,4,22,4.6,3.9,7.52,2.18,0.45,1.27,0.25,11.89,87.83
2016,4,23,7.29,8.87,7.54,1.55,0.71,1.77,0.36,17.25,134.85
2016,4,24,7.19,7.7,7.69,2.19,0.7,1.74,0.34,16.82,131.03
2016,4,25,7.95,11.09,7.99,0.79,0.77,1.59,0.32,18.34,142.95
2016,4,26,6.57,4.93,7.67,3.39,0.63,1.55,0.3,15.7,121.39
2016,4,27,5.99,5.47,7.77,2.25,0.57,1.52,0.3,14.7,110.86
2016,4,28,7.74,10.06,7.89,1.16,0.74,1.61,0.33,18.16,141.48
2016,4,29,7.35,7.12,7.82,2.33,0.7,1.7,0.34,17.3,134.3
2016,4,30,8.05,10.98,8.07,0.87,0.77,1.84,0.37,18.7,145.71
2016,5,1,7.94,10.53,8.01,0.93,0.75,1.75,0.35,18.65,144.78
2016,5,2,5.06,3.35,7.76,2.62,0.48,1.38,0.27,12.98,95.88
2016,5,3,5.04,1.96,7.46,3.61,0.47,1.42,0.28,12.8,96.25
2016,5,4,5.06,1.95,7.27,3.69,0.47,1.27,0.25,12.28,95.31
2016,5,5,4.66,2.3,7.36,3.16,0.43,1.2,0.23,11.83,88.63
2016,5,6,2.37,0.89,7.48,1.81,0.22,0.71,0.14,7.24,49.41
2016,5,7,2.49,0.87,7.51,1.94,0.23,0.74,0.15,7.55,51.73
2016,5,8,4.92,2.35,7.68,3.31,0.45,1.41,0.28,13.13,95.87
2016,5,9,4.9,2.99,8.21,2.83,0.45,1.45,0.29,12.99,93.54
2016,5,10,5.68,3.7,8.16,3.03,0.52,1.64,0.33,14.64,107.66
2016,5,11,5,3.38,8.15,2.61,0.45,1.41,0.28,12.85,94.02
2016,5,12,5.56,3.61,8.01,2.94,0.51,1.55,0.31,14.02,104.72
2016,5,13,6.3,5.56,8.25,2.67,0.57,1.79,0.36,15.58,117.29
2016,5,14,6.27,4.8,8.24,2.96,0.57,1.88,0.38,16.25,119.9
2016,5,15,7.14,6.94,8.35,2.35,0.64,1.98,0.4,17.75,133.62
2016,5,16,8.01,9.19,8.39,1.54,0.72,2.08,0.41,19.46,148.68
2016,5,17,8.47,11.27,8.51,0.82,0.76,2.13,0.43,20.01,154.44
2016,5,18,8.08,10.17,8.28,1.23,0.73,2.12,0.42,19.22,149.24
2016,5,19,7.83,6.75,8.67,2.97,0.7,2.18,0.44,18.93,142.99
2016,5,20,7.84,8.15,8.54,2.29,0.7,2.03,0.41,19.1,144.76
2016,5,21,6.14,4.29,8.34,3.28,0.55,1.54,0.3,15.71,116.23
2016,5,22,6.96,5.48,8.34,2.95,0.62,1.68,0.34,17.38,130.82
2016,5,23,7,5.79,8.24,2.63,0.62,1.84,0.37,17.6,132.12
2016,5,24,6.36,3.99,8.22,3.38,0.56,1.69,0.34,16.09,120.17
2016,5,25,5.28,3.96,8.29,2.54,0.47,1.47,0.29,13.77,101.23
2016,5,26,7.13,6.58,8.43,2.61,0.62,1.87,0.38,17.54,133.34
2016,5,27,8.29,9.57,8.54,1.55,0.73,2.18,0.44,19.63,151.76
2016,5,28,8.3,9.59,8.44,1.64,0.73,2.03,0.41,19.41,151.68
2016,5,29,6.78,5.33,8.39,2.8,0.59,1.76,0.35,16.73,126.63
2016,5,30,7.01,5.62,8.61,3.04,0.62,1.86,0.38,17.23,129.91
2016,5,31,6.77,5.65,8.63,2.87,0.59,1.9,0.38,16.84,126.57
2016,6,1,6.38,5.18,8.78,2.9,0.55,1.88,0.38,16.04,118.54
2016,6,2,7.04,5.74,8.89,3.09,0.62,2.05,0.41,17.38,129.73
2016,6,3,7.75,7.22,8.67,2.73,0.67,2.2,0.44,18.79,143.27
2016,6,4,4.58,2.51,8.54,2.99,0.4,1.45,0.29,12.38,89.19
2016,6,5,6.52,4.74,8.57,3.02,0.57,2.07,0.41,16.7,124.01
2016,6,6,6.38,4.17,8.52,3.32,0.55,2.2,0.44,16.54,122.68
2016,6,7,6.02,4.09,8.59,3.06,0.52,2.2,0.43,15.76,115.55
2016,6,8,6.14,4.13,8.63,3,0.53,2.18,0.43,16.05,116.88
2016,6,9,5.99,4.12,8.69,3.2,0.52,2,0.4,15.62,114.52
2016,6,10,7.93,7.98,8.74,2.58,0.69,2.24,0.45,19.27,147.04
2016,6,11,8.26,9.24,8.71,2.03,0.72,2.14,0.43,19.71,151.77
2016,6,12,7.73,7,8.57,2.77,0.67,1.96,0.39,18.63,143.23
2016,6,13,6.98,6.78,8.71,2.3,0.6,1.95,0.39,17.45,130.55
2016,6,14,8.49,10.04,8.76,1.44,0.73,2.3,0.46,20.73,158.02
2016,6,15,8.52,10.56,8.73,1.39,0.73,2.31,0.46,20.81,159.22
2016,6,16,7.67,8.62,8.59,1.72,0.66,2.15,0.43,19.38,146
2016,6,17,4.83,2.17,8.57,3.35,0.41,1.7,0.34,13.66,96.3
2016,6,18,8.67,11.63,8.86,1.02,0.75,-999,0.49,20.76,160.06
2016,6,19,8.7,11.14,8.85,1.21,0.75,2.57,0.51,20.94,160.7
2016,6,20,8.77,10.67,8.96,1.18,0.76,2.89,0.56,21.09,160.49
2016,6,21,8.62,11.22,8.79,1.04,0.74,-999,0.55,20.93,160.27
2016,6,22,6.7,6.14,8.98,2.6,0.58,2.42,0.47,16.98,125.36
2016,6,23,8.7,11.17,8.79,1.04,0.75,2.88,0.56,21.14,161.77
2016,6,24,8.67,10.72,9,1.31,0.75,2.66,0.52,20.81,158.43
2016,6,25,8.93,12.05,8.98,0.84,0.77,2.7,0.53,21.2,162.7
2016,6,26,7.02,6.44,8.71,2.68,0.61,2.42,0.48,17.95,133.56
2016,6,27,7.61,7.39,8.75,2.72,0.66,2.58,0.51,18.91,142.79
2016,6,28,6.73,5.52,8.67,2.88,0.59,2.35,0.46,17.05,127.31
2016,6,29,5.8,4.41,8.88,2.69,0.5,2.13,0.42,15.4,110.95
2016,6,30,7.74,8.16,8.94,2.15,0.67,2.59,0.51,19.16,143.14
2016,7,1,6.34,4.83,8.75,2.96,0.55,2.23,0.44,16.53,121.05
2016,7,2,7.01,5.22,8.71,3.21,0.61,2.34,0.46,18.01,133.19
2016,7,3,6.91,5.04,8.65,3.23,0.6,2.29,0.45,17.73,131.62
2016,7,4,6.49,4.5,8.59,3.2,0.56,2.21,0.44,16.95,124.8
2016,7,5,5.86,3.83,8.75,3.1,0.51,2.04,0.41,15.52,112.18
2016,7,6,5.83,4.5,8.63,2.63,0.51,2.03,0.41,15.66,113.01
2016,7,7,5.79,3.82,8.51,3,0.51,2.08,0.41,15.67,113.39
2016,7,8,7.67,6.38,8.48,3.06,0.67,2.72,0.53,19.8,147.64
2016,7,9,7.66,6.69,8.46,3.28,0.67,2.67,0.52,19.68,147.66
2016,7,10,8.72,11.88,8.81,0.97,0.77,2.8,0.55,21.2,161.52
2016,7,11,7.43,7.42,8.71,2.59,0.66,2.42,0.48,18.7,139.62
2016,7,12,8.25,9.9,8.7,1.45,0.73,2.7,0.53,20.41,153.98
2016,7,13,7.61,8.18,8.7,2.32,0.67,2.49,0.49,18.84,141.78
2016,7,14,6.33,5.48,8.6,2.67,0.56,2.26,0.45,16.52,121.41
2016,7,15,6.11,4.94,8.57,2.67,0.54,2.2,0.43,15.84,116.1
2016,7,16,6.25,4.86,8.59,2.64,0.55,2.23,0.44,16.26,118.63
2016,7,17,5.62,4.02,8.57,2.8,0.5,1.97,0.39,15.1,108.77
2016,7,18,6.85,6.75,8.51,2.42,0.61,2.24,0.45,17.62,130.35
2016,7,19,7.84,9.12,8.52,1.62,0.7,2.52,0.5,19.65,147.61
2016,7,20,7.97,9.06,8.58,2.03,0.71,2.7,0.52,19.68,148.37
2016,7,21,8.31,10.21,8.51,1.33,0.75,2.81,0.55,20.38,154.84
2016,7,22,7.86,9.15,8.6,1.86,0.71,2.7,0.52,19.36,145.84
2016,7,23,8.11,9.95,8.51,1.92,0.73,2.73,0.53,19.84,150.86
2016,7,24,6.54,6.08,8.45,2.56,0.59,2.31,0.45,16.76,123.77
2016,7,25,6.23,4.94,8.45,2.76,0.56,2.2,0.44,16.04,117.88
2016,7,26,7.3,5.8,8.3,3.25,0.66,2.5,0.49,18.05,136.26
2016,7,27,6.52,4.61,7.92,3.23,0.59,2.31,0.45,16.56,125
2016,7,28,6.18,4.3,7.78,3.16,0.56,2.21,0.44,15.86,119.66
2016,7,29,6.33,4.5,7.8,3.12,0.58,2.25,0.44,16.08,121.7
2016,7,30,5.81,4,7.84,2.96,0.53,2.02,0.4,14.77,111.05
2016,7,31,6.02,4.13,8.02,3.01,0.55,2.03,0.4,15.29,114.02
2016,8,1,6.42,5.21,7.94,2.57,0.59,2.09,0.41,16.12,121.32
2016,8,2,5.67,4.24,8.01,2.68,0.52,1.87,0.38,14.59,107.98
2016,8,3,5.96,4.43,8.07,2.84,0.55,1.96,0.39,15.14,112.18
2016,8,4,4.98,3.2,8.1,2.75,0.47,1.81,0.36,13.48,96.68
2016,8,5,5.63,3.86,8.01,2.9,0.53,1.95,0.38,14.77,108.05
2016,8,6,5.03,3.99,8.01,2.46,0.48,1.71,0.34,13.25,96.39
2016,8,7,7.26,8.07,8.16,1.75,0.69,2.29,0.45,17.8,134
2016,8,8,7.14,7.5,8.03,1.85,0.68,2.27,0.45,17.79,133.31
2016,8,9,6.14,5.42,7.88,2.56,0.59,1.91,0.38,15.55,116.16
2016,8,10,5.58,4.21,7.84,2.69,0.53,1.7,0.34,14.39,106.3
2016,8,11,5.33,3.86,7.76,2.63,0.52,1.7,0.34,13.82,101.83
2016,8,12,6.17,4.73,7.68,3.05,0.59,1.95,0.38,15.48,116.98
2016,8,13,5.94,4.7,7.59,2.77,0.58,1.95,0.38,15.09,113.34
2016,8,14,5.89,4.81,7.66,2.63,0.57,2,0.4,15.23,112.8
2016,8,15,5.46,3.83,7.75,2.82,0.53,1.84,0.37,14.09,103.6
2016,8,16,5.12,3.79,7.58,2.52,0.5,1.71,0.34,13.24,97.39
2016,8,17,5.43,4,7.26,2.5,0.53,-999,0.34,13.68,103.63
2016,8,18,4.94,3.03,6.89,2.74,0.48,1.48,0.29,11.96,93
2016,8,19,4.85,2.7,6.82,2.88,0.48,1.4,0.28,11.66,90.94
2016,8,20,4.55,2.68,6.87,2.65,0.45,1.41,0.28,11.56,87.7
2016,8,21,5.05,2.94,6.86,2.9,0.51,1.54,0.3,12.7,96.49
2016,8,22,4.88,2.7,6.7,2.93,0.49,1.47,0.29,12.06,92.85
2016,8,23,4.88,2.97,6.77,2.68,0.49,-999,0.3,12.14,92.96
2016,8,24,5.08,3.63,7.15,2.58,0.52,1.6,0.32,12.76,95.73
2016,8,25,4.33,3.15,7.2,2.17,0.45,1.44,0.28,11.32,82.86
2016,8,26,4.34,2.92,7.1,2.34,0.45,1.38,0.27,11.23,82.68
2016,8,27,4.17,2.86,6.96,2.27,0.43,1.28,0.26,10.73,79.56
2016,8,28,5.99,5.87,7.08,2.06,0.62,1.74,0.34,14.48,110.88
2016,8,29,6.75,7.55,7.15,1.66,0.7,2.09,0.41,16.3,125.35
2016,8,30,6.97,9.66,7.03,0.8,0.73,2.17,0.43,17.12,132.04
2016,8,31,6.07,6.02,7.1,2.1,0.64,1.94,0.38,15.23,114.5
2016,9,1,4.75,3.88,7.16,2.28,0.51,1.55,0.3,12.38,90.3
2016,9,2,6.59,8.02,6.94,1.94,0.7,1.85,0.37,15.8,123.04
2016,9,3,4.79,4.55,7.01,2.12,0.52,1.44,0.29,12.2,90.3
2016,9,4,6.6,7.78,7.05,1.81,0.71,1.73,0.34,15.62,120.48
2016,9,5,6.65,8.61,6.87,1.25,0.73,1.69,0.34,15.62,121.87
2016,9,6,6.72,9.34,6.74,0.9,0.73,1.7,0.34,15.76,123.82
2016,9,7,6.63,9.11,6.64,0.96,0.73,1.77,0.35,15.41,121.67
2016,9,8,4.74,4.13,6.59,2.24,0.52,1.44,0.28,11.89,89.55
2016,9,9,4.21,3.21,6.46,2.14,0.47,1.34,0.27,10.94,80.9
2016,9,10,4.03,2.95,6.29,2.14,0.45,1.3,0.26,10.55,78.43
2016,9,11,3.47,2.26,6.22,2,0.39,1.16,0.23,9.35,68.14
2016,9,12,4.09,3.09,6.63,2.09,0.47,1.27,0.25,10.83,78.24
2016,9,13,5.76,6.88,6.38,1.71,0.66,1.42,0.28,13.66,106.5
2016,9,14,6.36,9.2,6.4,0.89,0.73,1.51,0.3,14.74,116.83
2016,9,15,4.39,4.36,6.35,1.66,0.51,1.21,0.24,10.9,82.02
2016,9,16,4.64,4,6.27,2.16,0.54,1.34,0.27,11.55,87.23
2016,9,17,4.63,4.18,6.2,2.09,0.55,1.34,0.27,11.62,87.83
2016,9,18,6.18,9.46,6.16,0.72,0.73,1.59,0.32,14.38,114.45
2016,9,19,5.98,8.69,5.97,0.87,0.72,1.57,0.31,13.96,111.35
