-BEGIN HEADER-,,,,,,,,,,,Denver
2015,10,30,1.49,1.17,4.12,1.09,0.27,0.41,0.09,4.17,28.17
2015,10,31,3.71,7.1,4.24,0.74,0.68,0.73,0.15,8.73,66.23
2015,11,1,3.74,7.05,4.22,0.77,0.69,0.79,0.16,8.91,66.7
2015,11,2,4.16,9.11,4.14,0.47,0.77,0.85,0.17,9.51,73.56
2015,11,3,4.1,8.86,4.16,0.52,0.77,0.87,0.18,9.36,72.06
2015,11,4,2.45,3.72,4.04,1.05,0.47,0.62,0.12,6.04,44.3
2015,11,5,2.45,3.01,4.02,1.36,0.47,0.52,0.11,6.14,44.33
2015,11,6,2.56,3.36,4.03,1.37,0.5,0.49,0.1,6.2,45.23
2015,11,7,4.05,8.94,4.11,0.51,0.8,0.63,0.12,8.86,68.84
2015,11,8,3.94,8.68,4,0.55,0.78,0.74,0.15,8.77,68.22
2015,11,9,3.56,5.73,3.9,1.24,0.71,0.77,0.16,8.21,62.53
2015,11,10,3.79,8.28,3.82,0.5,0.77,0.7,0.14,8.47,66.23
2015,11,11,2.48,4.7,3.84,0.58,0.51,0.44,0.09,5.79,43.73
2015,11,12,3.56,7.89,3.81,0.47,0.73,0.59,0.12,8.1,62.27
2015,11,13,3.52,7.66,3.78,0.56,0.73,0.56,0.12,7.89,61.01
2015,11,14,3.57,8.22,3.74,0.54,0.75,0.55,0.11,7.95,61.87
2015,11,15,3.36,6.08,3.67,0.96,0.71,0.56,0.12,7.61,58.43
2015,11,16,0.99,0.55,3.37,0.79,0.21,0.23,0.05,2.82,19.09
2015,11,17,2.38,4.02,3.6,0.92,0.52,0.38,0.08,5.68,42.02
2015,11,18,3.03,6.29,3.56,0.67,0.66,0.43,0.09,7.03,53.3
2015,11,19,3.05,6.41,3.49,0.74,0.67,0.47,0.09,7.12,54.17
2015,11,20,1.93,2.73,3.45,0.95,0.43,0.37,0.08,4.87,35.41
2015,11,21,3.4,7.72,3.57,0.55,0.77,0.48,0.09,7.44,57.66
2015,11,22,3.38,8.3,3.42,0.44,0.77,0.45,0.09,7.46,58.87
2015,11,23,3.34,7.25,3.41,0.61,0.77,0.52,0.11,7.48,58.04
2015,11,24,3.24,7.13,3.33,0.69,0.75,0.53,0.11,7.34,56.9
2015,11,25,2.57,3.56,3.2,1.33,0.59,0.46,0.09,6.1,45.62
2015,11,26,1.41,1.27,3.21,1.03,0.33,0.28,0.05,3.69,25.71
2015,11,27,2.15,2.95,3.21,1.13,0.51,0.38,0.08,5.27,38.54
2015,11,28,2.52,4.82,3.27,0.84,0.6,0.4,0.08,5.68,43.45
2015,11,29,2.37,3.78,3.16,0.97,0.57,0.37,0.08,5.54,41.7
2015,11,30,2.56,5.09,3.23,0.74,0.62,0.36,0.07,5.64,43.79
2015,12,1,1.62,1.16,3.12,1.27,0.39,0.27,0.05,4.14,29.45
2015,12,2,3.16,7.91,3.19,0.49,0.77,0.43,0.09,6.88,54.4
2015,12,3,3.15,8.06,3.16,0.47,0.77,0.45,0.09,6.83,54.24
2015,12,4,2.98,6.72,3.04,0.59,0.74,0.45,0.09,6.62,52.46
2015,12,5,2.28,3.47,3.02,1.27,0.57,0.34,0.07,5.23,40
2015,12,6,2.19,2.3,3.08,1.57,0.55,0.3,0.06,5.2,38.44
2015,12,7,2.29,1.62,3.03,1.74,0.58,0.34,0.07,5.49,40.59
2015,12,8,2.15,2.83,3.01,1.22,0.55,0.3,0.06,5.09,38.11
2015,12,9,1.88,0.93,2.97,1.56,0.48,0.27,0.05,4.71,33.52
2015,12,10,2.03,1.63,2.97,1.59,0.52,0.3,0.06,4.9,36.08
2015,12,11,2.53,2.99,2.87,1.38,0.65,0.37,0.08,5.88,44.57
2015,12,12,0.7,0.39,2.82,0.58,0.18,0.12,0.02,1.99,13.38
2015,12,13,2.58,5.17,3.03,0.86,0.66,0.3,0.06,5.88,44.88
2015,12,14,2.89,7.19,2.94,0.55,0.75,0.34,0.07,6.45,50.35
2015,12,15,1.41,1.01,3.02,1.12,0.37,0.21,0.04,3.84,26.51
2015,12,16,2.72,5.86,3.01,0.75,0.71,0.3,0.05,6.11,46.65
2015,12,17,2.55,4.51,3.02,1.11,0.66,0.3,0.06,5.66,43.46
2015,12,18,2.65,5.86,2.94,0.82,0.7,0.33,0.06,6.16,47.05
2015,12,19,2.74,5.09,2.96,1.08,0.72,0.41,0.09,6.24,47.7
2015,12,20,2.19,3.66,2.94,1.05,0.57,0.4,0.08,5.33,39.32
2015,12,21,2.84,6.65,2.97,0.59,0.74,0.37,0.08,6.34,49.43
2015,12,22,2.41,3.92,2.92,1.02,0.63,0.34,0.07,5.77,43.07
2015,12,23,2.54,3.96,3.02,1.17,0.66,0.36,0.07,5.93,44.24
2015,12,24,2.82,5.56,3.04,0.93,0.73,0.32,0.06,6.23,48.01
2015,12,25,1.05,0.5,2.87,0.89,0.27,0.15,0.03,2.96,19.95
2015,12,26,2.43,4.24,3.04,0.97,0.63,0.26,0.05,5.61,41.94
2015,12,27,2.85,7.13,3.01,0.51,0.74,0.27,0.05,6.19,48.73
2015,12,28,2.76,5.08,3.05,1.07,0.71,0.38,0.08,6.24,47.48
2015,12,29,2.71,5.66,2.99,0.89,0.7,0.32,0.06,6.01,46.5
2015,12,30,2.5,3.53,3,1.33,0.64,0.28,0.05,5.7,42.91
2015,12,31,2.72,4.87,2.89,1.04,0.7,0.3,0.05,5.84,45.49
2016,1,1,3.09,7.73,3.15,0.58,0.79,0.33,0.06,6.53,51.48
2016,1,2,2.9,6.32,3.09,0.78,0.73,0.34,0.07,6.35,49.52
2016,1,3,2.97,7.13,3.02,0.56,0.75,0.42,0.09,6.59,51.95
2016,1,4,2.91,5.48,3.03,0.9,0.73,0.45,0.09,6.62,51.04
2016,1,5,2.83,5.59,2.97,0.86,0.71,0.35,0.07,6.36,49.56
2016,1,6,2.63,3.01,3.02,1.53,0.66,0.35,0.07,6.2,46.67
2016,1,7,2.15,0.9,3.04,1.83,0.53,0.3,0.06,5.49,39.11
2016,1,8,2,1.06,3.13,1.63,0.49,0.27,0.05,5.11,35.99
2016,1,9,2.55,3.62,3.19,1.37,0.62,0.29,0.05,5.9,44.32
2016,1,10,3.16,7.51,3.23,0.6,0.77,0.3,0.06,6.79,53.14
2016,1,11,2.78,4,3.22,1.4,0.67,0.3,0.05,6.41,48.3
2016,1,12,3.18,7.13,3.26,0.68,0.77,0.34,0.06,6.93,54.24
2016,1,13,2.49,2.23,3.21,1.72,0.59,0.34,0.07,5.9,43.77
2016,1,14,2.97,5.81,3.32,1.02,0.7,0.42,0.09,6.72,51.32
2016,1,15,2.41,1.76,3.28,1.73,0.56,0.34,0.07,5.83,42.45
2016,1,16,3,4.99,3.38,1.24,0.7,0.36,0.07,6.8,51.64
2016,1,17,3.01,5.12,3.36,1.15,0.7,0.4,0.08,6.87,52.38
2016,1,18,2.88,3.63,3.35,1.54,0.66,0.4,0.08,6.84,50.98
2016,1,19,3.26,6.41,3.42,0.82,0.74,0.45,0.09,7.29,56.34
2016,1,20,2.85,3.51,3.47,1.57,0.64,0.41,0.09,6.69,50
2016,1,21,3.45,7.74,3.52,0.63,0.77,0.41,0.08,7.48,58.65
2016,1,22,3.38,7.24,3.48,0.74,0.74,0.47,0.09,7.67,59.47
2016,1,23,3.4,6.34,3.49,0.94,0.74,0.49,0.1,7.66,59.05
2016,1,24,3.36,5.98,3.51,1,0.73,0.48,0.09,7.58,58.12
2016,1,25,3.1,4.32,3.65,1.42,0.66,0.4,0.08,7.11,53.65
2016,1,26,3.61,7.59,3.7,0.69,0.77,0.4,0.08,7.93,61.8
2016,1,27,3.6,7.36,3.62,0.71,0.76,0.46,0.09,8.09,63.21
2016,1,28,3.68,8.12,3.67,0.57,0.77,0.49,0.09,8.19,64.26
2016,1,29,3.63,6.93,3.76,0.81,0.75,0.56,0.11,8.25,63.47
2016,1,30,3.26,3.74,3.76,1.63,0.66,0.58,0.12,7.9,58.43
2016,1,31,2.12,0.91,3.85,1.79,0.43,0.42,0.09,5.7,39.55
2016,2,1,1.36,0.54,3.91,1.14,0.27,0.29,0.05,3.85,26.22
2016,2,2,2.53,2.49,4.09,1.54,0.5,0.42,0.09,6.36,45.55
2016,2,3,3.37,5.34,4.2,1.33,0.66,0.46,0.09,7.71,57.56
2016,2,4,2.7,2.89,4.12,1.64,0.52,0.38,0.07,6.7,48.21
2016,2,5,3.89,6.85,4.18,1.22,0.74,0.55,0.11,8.87,66.7
2016,2,6,3.18,4.99,4.19,1.38,0.6,0.51,0.1,8.06,57.65
2016,2,7,3.88,5.68,4.19,1.51,0.73,0.66,0.13,9.34,68.23
2016,2,8,4.11,8.08,4.25,0.93,0.77,0.68,0.13,9.89,72.9
2016,2,9,4.26,8.64,4.28,0.68,0.78,0.72,0.14,9.98,74.59
2016,2,10,4.13,6.45,4.35,1.29,0.75,0.78,0.16,9.82,72.43
2016,2,11,4,5.84,4.32,1.55,0.72,0.75,0.15,9.7,71.45
2016,2,12,4.18,7.22,4.25,1.03,0.74,0.75,0.15,9.87,74.34
2016,2,13,4.43,8.24,4.48,0.85,0.77,0.82,0.16,10.31,77.25
2016,2,14,3.34,2.6,4.55,2.34,0.58,0.66,0.13,8.64,61.71
2016,2,15,3.79,3.23,4.59,2.39,0.65,0.71,0.14,9.69,69.16
2016,2,16,4.23,4.61,4.67,2.22,0.72,0.86,0.17,10.32,74.84
2016,2,17,4.51,6.61,4.69,1.36,0.76,0.95,0.2,10.74,79.41
2016,2,18,4.4,7.3,4.69,1.29,0.73,1.05,0.21,10.73,79.26
2016,2,19,4.7,7.83,4.89,1.33,0.77,1.07,0.21,11.3,82.98
2016,2,20,4.7,8.27,4.82,1.06,0.77,0.99,0.2,11.18,83.2
2016,2,21,4.76,7.64,4.86,1.23,0.77,0.88,0.18,11.03,82.88
2016,2,22,3.54,1.44,4.91,2.84,0.56,0.8,0.16,9.34,65.71
2016,2,23,4.25,3.72,5.15,2.6,0.67,0.79,0.16,10.52,75.35
2016,2,24,5.11,9.09,5.19,0.8,0.8,0.84,0.16,11.96,88.24
2016,2,25,5.09,9.07,5.11,0.85,0.78,0.92,0.19,11.99,89.41
2016,2,26,5.22,9.67,5.23,0.68,0.8,0.93,0.19,12.13,90.96
2016,2,27,3.81,4.06,5.22,2.16,0.58,0.8,0.16,9.73,69.91
2016,2,28,5.31,9.23,5.37,0.81,0.8,1.02,0.2,12.46,92.55
2016,2,29,4.82,6.81,5.3,1.52,0.71,0.97,0.2,11.63,85.65
2016,3,1,4.46,4.31,5.34,2.3,0.66,0.9,0.18,10.94,79.89
2016,3,2,3.94,4.24,5.48,1.96,0.57,0.85,0.17,9.83,71
2016,3,3,4.87,4.33,5.49,2.68,0.7,1.01,0.2,11.73,86.08
2016,3,4,4.08,3.59,5.38,2.44,0.58,0.98,0.2,10.16,73.79
2016,3,5,3.6,2.54,5.55,2.44,0.51,0.9,0.18,9.45,66.72
2016,3,6,3.84,3.64,5.55,2.28,0.54,0.94,0.19,9.88,70.66
2016,3,7,3.31,3.05,5.8,2.01,0.46,0.85,0.17,8.64,61.21
2016,3,8,4.65,4.35,5.89,2.49,0.63,1.09,0.22,11.57,82.69
2016,3,9,4.89,5.59,5.93,2.3,0.66,1.09,0.22,12.02,86.82
2016,3,10,5.88,10.35,5.91,0.69,0.79,1.23,0.25,14.1,104.62
2016,3,11,5.95,9.3,6.03,0.99,0.79,1.55,0.31,14.32,105.03
2016,3,12,3.61,1.29,5.99,2.88,0.48,1.31,0.25,9.97,68.08
2016,3,13,4.65,4.15,6.06,2.69,0.61,1.34,0.26,11.73,83.92
2016,3,14,4.57,5.31,6.15,1.83,0.59,1.2,0.24,11.48,82.63
2016,3,15,4.58,4.3,6.42,2.35,0.59,1.09,0.22,11.44,81.37
2016,3,16,5.07,5.77,6.4,2.1,0.65,1.03,0.2,12.3,89.17
2016,3,17,4.12,2.87,6.29,2.57,0.52,0.94,0.19,10.62,74.85
2016,3,18,3.8,3.02,6.51,2.22,0.48,0.9,0.18,9.83,68.85
2016,3,19,4.9,5.45,6.58,2.01,0.61,1.17,0.23,12.09,86.48
2016,3,20,6.62,10.64,6.66,0.81,0.81,1.44,0.29,15.9,115.41
2016,3,21,5.39,3.84,6.55,3.29,0.66,1.4,0.27,13.57,97.11
2016,3,22,5.5,6.45,6.57,2.22,0.66,1.43,0.28,13.6,98.7
2016,3,23,2.22,1.03,6.76,1.67,0.27,0.61,0.12,6.57,43.87
2016,3,24,4.54,5.03,6.85,1.97,0.54,1.17,0.23,11.75,82.59
2016,3,25,4.56,3.5,6.67,2.53,0.54,1.24,0.25,11.91,83.63
2016,3,26,2.66,1.06,6.97,2.06,0.31,0.78,0.16,8.01,52.95
2016,3,27,6.73,9.36,7.03,1.27,0.78,1.5,0.3,16.5,117.76
2016,3,28,5.67,4.55,6.82,3.04,0.66,1.59,0.31,14.45,102.73
2016,3,29,4.57,2.06,6.95,3.25,0.52,1.35,0.27,12.47,85.88
2016,3,30,4.14,3.83,7.1,2.24,0.47,1.07,0.21,11.09,77.07
2016,3,31,3.3,1.31,7.12,2.58,0.38,0.89,0.18,9.48,64
2016,4,1,6.13,7.63,7.26,2.03,0.69,1.45,0.29,15.27,109.06
2016,4,2,7.16,10.54,7.19,1.06,0.8,1.73,0.35,17.48,126.72
2016,4,3,6.96,10.01,7.21,1.12,0.77,1.8,0.36,17.01,123.66
2016,4,4,5.98,6.23,7.13,2.08,0.66,1.55,0.31,14.98,107.36
2016,4,5,4.38,4.62,7.16,1.83,0.48,1.29,0.26,11.36,80.82
2016,4,6,6.85,8.43,7.51,1.84,0.74,1.54,0.31,17.03,122.24
2016,4,7,7.28,10.24,7.4,1.26,0.78,1.84,0.38,17.75,128.95
2016,4,8,6.03,2.94,7.52,4.15,0.65,1.95,0.38,15.74,110.36
2016,4,9,4.96,4.47,7.32,2.4,0.52,1.6,0.32,13.04,91.93
2016,4,10,4.36,2.02,7.48,3.17,0.46,1.42,0.28,12.18,83.34
2016,4,11,4.45,2.66,7.49,2.9,0.47,1.45,0.29,12.21,83.74
2016,4,12,5.12,4.68,7.49,2.5,0.54,1.54,0.3,13.53,95.16
2016,4,13,5.52,5.62,7.59,2.35,0.57,1.66,0.33,14.33,101.48
2016,4,14,5.51,4.64,7.69,2.88,0.57,1.76,0.35,14.57,102.37
2016,4,15,2.66,1.13,7.59,1.98,0.27,0.98,0.2,7.99,53.41
2016,4,16,1.6,0.75,7.86,1.14,0.16,0.54,0.11,5.2,33.76
2016,4,17,3.08,1.43,7.93,2.21,0.31,0.93,0.18,9.12,60.54
2016,4,18,3.35,1.54,7.93,2.38,0.34,1,0.2,9.9,65.62
2016,4,19,4.41,2.28,8.02,2.98,0.45,1.35,0.27,12.4,83.91
2016,4,20,4.63,3.62,7.9,2.42,0.46,1.33,0.26,12.57,87.23
2016,4,21,7.36,9.56,8.03,1.47,0.73,1.97,0.4,18.4,131.77
2016,4,22,6.5,6.83,7.88,2.26,0.64,1.87,0.38,16.86,119.31
2016,4,23,4.69,2.21,8.17,3.29,0.46,1.56,0.31,13.23,89.45
2016,4,24,6.17,5.99,8.3,2.74,0.6,1.86,0.37,16.35,113.64
2016,4,25,6.94,6.96,8.31,2.63,0.68,2.08,0.41,17.96,125.86
2016,4,26,3.53,3.24,8.27,1.78,0.34,1.03,0.2,9.72,67.14
2016,4,27,5.89,4.9,8.33,2.91,0.57,1.6,0.31,15.47,107.76
2016,4,28,2.26,0.96,8.15,1.6,0.22,0.81,0.16,7.06,46.16
2016,4,29,2.03,0.75,8.43,1.55,0.2,0.75,0.15,6.77,43.55
2016,4,30,2.72,0.99,8.49,2.05,0.26,0.96,0.19,8.59,55.96
2016,5,1,2.74,1.26,8.34,1.93,0.26,0.96,0.19,8.3,55
2016,5,2,8.16,10.54,8.53,1.41,0.77,2.23,0.45,20.49,145.69
2016,5,3,8.45,11.42,8.53,1.14,0.8,2.28,0.46,21.08,150.74
2016,5,4,7.79,9.72,8.54,1.58,0.73,2.22,0.45,19.77,140.7
2016,5,5,6.97,5.92,8.41,2.79,0.65,2.18,0.44,18.1,127.97
2016,5,6,5.33,3.53,8.34,3.16,0.5,1.8,0.36,14.39,100.73
2016,5,7,2.79,1.72,8.46,1.92,0.26,0.87,0.17,8.03,54.88
2016,5,8,5.66,2.91,8.64,3.76,0.52,1.76,0.35,15.25,105.8
2016,5,9,5.94,5.95,8.65,2.21,0.55,1.77,0.35,15.8,110.31
2016,5,10,5.18,3.24,8.6,3.02,0.48,1.61,0.32,14.19,97.39
2016,5,11,6.79,7.34,8.85,2.59,0.62,1.87,0.38,17.31,123.07
2016,5,12,8.71,12.15,8.93,0.84,0.8,2.34,0.47,21.74,155.56
2016,5,13,8.08,9.13,8.81,1.93,0.73,2.43,0.48,20.42,145.7
2016,5,14,5.41,3.46,8.61,3.1,0.49,1.84,0.37,14.52,100.77
2016,5,15,3.63,1.15,8.42,2.79,0.33,1.49,0.3,10.8,72.38
2016,5,16,2.26,0.9,8.45,1.69,0.2,0.84,0.16,6.96,46.77
2016,5,17,3.53,1.77,8.73,2.44,0.32,1.25,0.25,10.42,69.85
2016,5,18,6.03,5.03,8.71,2.58,0.54,1.87,0.38,16.11,112.89
2016,5,19,6.43,6.13,8.84,2.51,0.58,1.96,0.39,16.83,118.38
2016,5,20,6.36,2.77,8.78,4.43,0.57,2.09,0.42,17.3,120.39
2016,5,21,8.15,7.76,9.02,3.45,0.73,2.52,0.5,20.84,148.57
2016,5,22,7.84,8.85,9.1,1.96,0.7,2.49,0.5,20.31,142.52
2016,5,23,5.64,4.67,9.1,2.96,0.5,1.8,0.36,15.23,106.15
2016,5,24,6.86,7.35,9.13,2.39,0.61,2.13,0.43,17.92,125.94
2016,5,25,8.36,10.06,9.22,1.71,0.74,2.53,0.51,21.17,150.02
2016,5,26,2.88,2.35,8.82,1.42,0.25,0.9,0.18,8.16,56.62
2016,5,27,4.43,1.63,9.03,3.25,0.39,1.65,0.33,12.89,86.8
2016,5,28,6.81,6.72,8.98,2.56,0.6,2.12,0.43,17.75,125.72
2016,5,29,6.69,5.82,8.9,3,0.59,2.05,0.41,17.47,124.41
2016,5,30,5.85,4.95,8.96,2.82,0.52,1.83,0.37,15.52,108.88
2016,5,31,6.6,5.48,8.94,2.79,0.58,2.2,0.44,17.63,123.41
2016,6,1,6.84,5.31,8.94,3.18,0.59,2.23,0.45,18.15,127.25
2016,6,2,8.67,9.98,9.11,1.56,0.76,2.69,0.54,22.05,157.16
2016,6,3,7.36,4.22,9,4.33,0.64,2.51,0.5,19.46,136.99
2016,6,4,8.61,10.97,9.01,1.24,0.75,2.88,0.57,22.05,157.91
2016,6,5,8.24,9.57,8.97,1.85,0.72,2.81,0.55,21.3,152.32
2016,6,6,6.14,4.29,8.87,2.99,0.53,2.22,0.44,16.37,115.29
2016,6,7,5.85,4.97,8.87,2.53,0.51,2.11,0.42,15.66,110.16
2016,6,8,5.8,4.6,8.75,2.74,0.5,1.96,0.39,15.48,109.57
2016,6,9,7.94,8.61,8.89,1.81,0.69,2.66,0.53,20.75,147.48
2016,6,10,7.18,6.76,8.9,2.38,0.62,2.48,0.49,18.78,133.41
2016,6,11,7.9,8.09,8.89,2.18,0.68,2.77,0.55,20.48,146.11
2016,6,12,6.09,4.05,8.71,3.27,0.52,2.32,0.46,16.62,116.45
2016,6,13,5.93,4.43,8.78,2.8,0.52,2.15,0.43,16.12,113.16
2016,6,14,8.63,10.91,9.15,1.56,0.74,2.73,0.55,22.04,157.77
2016,6,15,9.12,12.68,9.35,0.92,0.79,2.81,0.56,23.02,164.37
2016,6,16,9.22,12.84,9.41,0.84,0.8,3,0.59,23.1,165.23
2016,6,17,7.87,9.22,8.98,1.78,0.68,2.85,0.55,20.22,145.06
2016,6,18,8.85,11.37,8.98,1.17,0.77,3.25,0.63,22.55,162.59
2016,6,19,8.57,10.06,9.09,1.48,0.74,3.36,0.65,21.94,157.05
2016,6,20,5.92,5.84,8.73,1.88,0.51,2.5,0.48,15.86,112.59
2016,6,21,7.35,7.22,8.74,2.21,0.63,3.1,0.59,19.22,137.19
2016,6,22,4.82,2.54,8.52,3,0.41,2.04,0.4,13.28,93.09
2016,6,23,6.4,4.36,8.66,3.47,0.55,2.55,0.5,17.06,121.63
2016,6,24,5.74,5.43,8.79,2.21,0.5,2.34,0.46,15.63,110.42
2016,6,25,6.62,5.09,8.86,3.07,0.57,2.63,0.52,17.75,125.2
2016,6,26,8.7,10.91,9.09,1.31,0.75,3.14,0.61,22.09,158.79
2016,6,27,8.61,10.85,9.12,1.33,0.74,3.16,0.62,22.02,157.84
2016,6,28,7.62,7.64,8.86,2.17,0.66,2.96,0.58,19.92,141.4
2016,6,29,6.03,4.75,8.75,2.76,0.52,2.36,0.46,16.09,113.88
2016,6,30,4.47,1.87,8.48,3.18,0.39,1.84,0.37,12.73,87.74
2016,7,1,3.95,1.36,8.69,2.93,0.34,1.8,0.36,11.87,79.04
2016,7,2,3.95,1.4,8.7,2.88,0.34,1.83,0.36,11.92,79.77
2016,7,3,6.38,3.68,8.73,3.57,0.55,2.47,0.48,17.29,120.68
2016,7,4,7.04,6.82,8.88,2.47,0.62,2.58,0.51,18.68,131.68
2016,7,5,7,6.52,8.8,2.72,0.61,2.66,0.52,18.64,131.98
2016,7,6,8.2,10.43,9.15,1.72,0.72,3.02,0.59,21.08,150.14
2016,7,7,8.7,11.6,9.06,1.08,0.76,3.17,0.62,22.18,159.02
2016,7,8,7.08,8.06,8.91,2.13,0.62,2.52,0.5,18.55,132.52
2016,7,9,8.08,10.11,9.01,1.39,0.71,3.06,0.59,20.94,148.94
2016,7,10,8.66,11.2,9,1.01,0.76,3.33,0.64,22.42,159.67
2016,7,11,8.21,10.93,9.01,1.3,0.72,2.95,0.58,20.99,150.2
2016,7,12,8.13,10.45,8.95,1.28,0.72,2.86,0.56,20.8,148.84
2016,7,13,8.39,10.88,8.97,1.05,0.74,3.03,0.59,21.48,153.41
2016,7,14,7.87,9.33,8.95,1.54,0.7,2.82,0.55,20.27,143.98
2016,7,15,6.8,7.28,8.8,2.32,0.6,2.42,0.48,17.7,126.45
2016,7,16,7.53,8.1,8.65,2.08,0.67,2.7,0.53,19.24,138.45
2016,7,17,6.89,7.06,8.77,2.39,0.62,2.52,0.5,18.02,127.73
2016,7,18,4.46,1.96,8.45,3.16,0.4,1.83,0.37,12.73,87.38
2016,7,19,6.16,5,8.46,2.46,0.55,2.55,0.5,16.91,117.85
2016,7,20,5.84,6.06,8.5,1.72,0.52,2.4,0.47,15.98,112.05
2016,7,21,5.68,5.72,8.43,2.02,0.51,2.35,0.46,15.62,109.75
2016,7,22,6.49,6.3,8.45,2.24,0.59,2.66,0.52,17.72,124.42
2016,7,23,6.72,6.5,8.44,2.35,0.61,2.65,0.52,17.89,126.6
2016,7,24,6.28,5.75,8.5,2.4,0.57,2.48,0.48,16.94,119.25
2016,7,25,6.47,6.72,8.45,2.18,0.59,2.45,0.48,17.11,121.79
2016,7,26,4.31,1.76,8.19,3.2,0.39,1.79,0.35,12.19,84.85
2016,7,27,7.95,9.96,8.4,1.27,0.73,3.07,0.59,20.32,146.89
2016,7,28,7.18,8.11,8.35,1.92,0.66,2.69,0.52,18.51,133.28
2016,7,29,7.55,8.51,8.29,1.99,0.7,2.64,0.52,19.23,139.54
2016,7,30,7.14,7.94,8.37,1.72,0.66,2.62,0.52,18.42,131.45
2016,7,31,4.64,4.49,8.07,2.07,0.43,1.62,0.33,12.56,89.38
2016,8,1,6.81,6.94,8.17,2,0.63,2.51,0.49,17.62,126.23
2016,8,2,5.13,2.98,8.11,2.95,0.48,2.06,0.41,14.04,96.96
2016,8,3,6.53,6.66,8.06,1.99,0.61,2.48,0.48,17.33,123.05
2016,8,4,3.52,1.31,7.97,2.63,0.33,1.54,0.3,10.51,70.34
2016,8,5,2.84,1.06,7.89,2.15,0.27,1.29,0.26,8.94,58.43
2016,8,6,4.35,2.8,7.96,2.6,0.41,1.74,0.34,12.51,85.45
2016,8,7,6.43,7.22,8.08,1.78,0.61,2.49,0.48,17.3,121.73
2016,8,8,6.78,6.27,8.03,2.73,0.65,2.53,0.5,18.02,127.9
2016,8,9,6.33,6.85,8.11,1.9,0.61,2.37,0.47,16.77,118.31
2016,8,10,5.73,4.96,7.97,2.57,0.55,2.15,0.43,15.52,108.8
2016,8,11,6.37,5.37,8,2.7,0.62,2.4,0.47,16.98,119.54
2016,8,12,7.12,8.8,8.09,1.56,0.69,2.43,0.48,18.23,130.46
2016,8,13,6.79,7.96,7.98,1.93,0.66,2.33,0.46,17.45,125.18
2016,8,14,7.45,9.88,8.05,1.22,0.73,2.52,0.49,18.84,135.45
2016,8,15,6.04,5.25,7.82,2.97,0.59,2.1,0.42,15.62,111.46
2016,8,16,5.39,5.12,7.62,2.32,0.53,1.88,0.38,14.34,101.99
2016,8,17,5.93,5.64,7.57,2.34,0.59,2.08,0.41,15.52,111.01
2016,8,18,4.54,4.1,7.57,2.21,0.45,1.59,0.31,12.35,86.81
2016,8,19,5.69,5.46,7.44,2.03,0.57,1.98,0.39,14.72,105.5
2016,8,20,7.03,8.27,7.56,1.61,0.71,2.27,0.45,17.86,129.1
2016,8,21,6.67,7.96,7.72,1.37,0.68,2.18,0.43,16.95,121.09
2016,8,22,4.58,2.33,7.45,3.06,0.47,1.62,0.32,12.69,87.4
2016,8,23,3.76,3.25,7.32,2.11,0.38,1.33,0.27,10.42,72.61
2016,8,24,2.81,1.12,7.27,2.14,0.29,1.07,0.21,8.41,56.45
2016,8,25,4.8,4.42,7.38,2.15,0.5,1.58,0.31,12.8,90.48
2016,8,26,5.97,5.8,7.35,2.32,0.62,1.91,0.38,15.24,109.41
2016,8,27,5.72,6.01,7.35,2.13,0.6,1.82,0.36,14.81,105.55
2016,8,28,4.65,3.02,7.23,2.67,0.49,1.68,0.33,12.84,88.76
2016,8,29,3.45,1.82,7.02,2.17,0.37,1.3,0.26,9.82,67.15
2016,8,30,5.31,5.39,7.09,2.08,0.57,1.76,0.35,14.02,100.07
2016,8,31,6.44,7.93,7.04,1.59,0.7,2.09,0.41,16.33,118.76
2016,9,1,5.67,6.29,6.97,1.72,0.61,2.02,0.4,14.83,106.24
2016,9,2,4.4,3.68,6.93,2.38,0.48,1.7,0.33,12.2,84.84
2016,9,3,5.4,4.79,7.04,2.39,0.59,1.96,0.38,14.46,101.84
2016,9,4,5.06,5.77,6.99,1.96,0.55,1.79,0.35,13.36,94.93
2016,9,5,6.89,10.48,7.19,0.83,0.77,2.11,0.42,16.99,123.62
2016,9,6,5.84,7.15,6.99,1.81,0.65,1.98,0.38,14.93,107.15
2016,9,7,6.26,6.01,7.09,2.99,0.7,2.14,0.41,15.89,114.44
2016,9,8,7.1,11.38,7.06,0.51,0.8,2.23,0.44,17.33,127.31
2016,9,9,6.62,9.53,7.01,0.96,0.76,2.16,0.42,16.48,119.5
2016,9,10,6.95,11.11,6.94,0.56,0.8,2.02,0.4,16.97,124.83
2016,9,11,5.42,5.42,6.74,1.76,0.62,1.84,0.36,14.16,99.92
2016,9,12,5.27,5.94,6.59,1.86,0.62,1.69,0.33,13.46,97.21
2016,9,13,4.71,5.32,6.63,1.73,0.55,1.58,0.31,12.36,87.95
2016,9,14,4.78,4.75,6.56,2,0.56,1.59,0.31,12.57,89.05
2016,9,15,5.77,8.28,6.64,1.25,0.69,1.65,0.33,14.26,103.99
2016,9,16,5.57,7.22,6.53,1.48,0.66,1.59,0.31,13.88,100.5
2016,9,17,6.21,9.58,6.55,1.06,0.75,1.73,0.34,15.07,111.14
2016,9,18,6.28,9.91,6.38,0.72,0.77,1.8,0.36,15.55,114.7
2016,9,19,6.22,9.81,6.33,0.76,0.77,1.85,0.37,15.35,113.14
