-BEGIN HEADER-,,,,,,,,,,,Los Angeles
2015,10,29,4.41,7.57,4.71,0.84,0.7,0.98,0.2,9.81,78.73
2015,10,30,4.79,8.99,4.81,0.62,0.76,0.98,0.2,10.51,84.78
2015,10,31,4.73,8.86,4.74,0.63,0.76,1,0.2,10.34,83.63
2015,11,1,4.53,8.52,4.54,0.61,0.73,0.97,0.2,10.05,81.89
2015,11,2,3.32,4.73,4.45,1.18,0.54,0.78,0.16,7.85,61.03
2015,11,3,3.62,5.75,4.46,1.07,0.59,0.74,0.15,8.22,65.04
2015,11,4,3.9,7.01,4.57,0.87,0.65,0.7,0.14,8.65,68.97
2015,11,5,4.4,8.32,4.48,0.71,0.73,0.78,0.16,9.54,77.88
2015,11,6,4.5,8.79,4.51,0.61,0.76,0.84,0.17,9.6,78.54
2015,11,7,4.42,8.49,4.45,0.67,0.75,0.86,0.17,9.55,77.8
2015,11,8,4.33,8.12,4.36,0.7,0.74,0.84,0.17,9.27,75.9
2015,11,9,2.91,4.87,4.3,0.97,0.5,0.65,0.12,6.73,52.12
2015,11,10,3.95,7.47,4.34,0.77,0.69,0.73,0.15,8.64,69.79
2015,11,11,4.43,9.05,4.46,0.59,0.77,-999,0.16,9.19,75.3
2015,11,12,4.3,8.73,4.34,0.61,0.76,0.79,0.16,9.11,74.66
2015,11,13,4.32,8.97,4.34,0.56,0.77,0.78,0.16,9.16,75
2015,11,14,4.22,8.65,4.23,0.58,0.76,0.72,0.15,8.86,73.09
2015,11,15,2.93,4.8,3.93,1.03,0.53,0.52,0.1,6.56,52.68
2015,11,16,3.98,7.94,4.2,0.7,0.73,0.63,0.12,8.54,69.3
2015,11,17,3.96,8.03,4.08,0.71,0.73,0.68,0.14,8.55,70.16
2015,11,18,3.91,7.78,4.02,0.75,0.73,0.69,0.14,8.45,69.42
2015,11,19,3.93,8,4.04,0.71,0.73,-999,0.14,8.29,68.55
2015,11,20,3.92,8.05,3.95,0.64,0.73,0.7,0.14,8.34,69.1
2015,11,21,3.96,8.56,3.97,0.54,0.75,0.7,0.14,8.48,70.14
2015,11,22,3.96,8.43,3.98,0.6,0.76,0.68,0.14,8.37,69.21
2015,11,23,3.88,8.29,3.87,0.55,0.74,0.66,0.13,8.13,67.84
2015,11,24,3.82,7.98,3.84,0.6,0.74,0.67,0.13,8.23,67.82
2015,11,25,3.75,7.57,3.9,0.66,0.73,0.66,0.13,8.11,66.23
2015,11,26,2.81,4.17,3.78,1.14,0.55,0.46,0.09,6.25,49.59
2015,11,27,3.64,7.54,3.73,0.57,0.72,0.52,0.1,7.55,63.32
2015,11,28,3.53,6.59,3.68,0.92,0.7,0.52,0.1,7.34,61.39
2015,11,29,3.8,8.07,3.8,0.58,0.76,0.52,0.1,7.52,63.72
2015,11,30,3.6,6.75,3.7,0.96,0.72,0.53,0.11,7.38,61.7
2015,12,1,3.64,7.74,3.66,0.59,0.73,0.55,0.11,7.45,63.01
2015,12,2,3.38,6.03,3.56,0.99,0.69,0.57,0.12,7.27,60.2
2015,12,3,3.03,2.93,3.59,1.93,0.62,0.54,0.11,6.73,53.77
2015,12,4,2.77,4.26,3.61,1.18,0.57,0.48,0.09,6.26,49.45
2015,12,5,3.09,3.46,3.72,1.86,0.63,0.48,0.09,6.62,53.35
2015,12,6,2.97,3.1,3.56,1.8,0.61,0.48,0.09,6.39,51.42
2015,12,7,3.16,4.97,3.42,1.12,0.66,0.49,0.1,6.82,56.41
2015,12,8,3.16,4.72,3.39,1.29,0.66,0.51,0.1,6.83,56.56
2015,12,9,2.95,3.45,3.42,1.65,0.62,0.48,0.1,6.29,51.73
2015,12,10,2.46,1.62,3.41,1.88,0.52,0.5,0.1,5.95,45.44
2015,12,11,2.53,4.3,3.47,0.95,0.53,0.41,0.08,5.7,45.53
2015,12,12,3.32,7.43,3.51,0.53,0.7,0.37,0.07,6.86,57.88
2015,12,13,3.16,6.19,3.39,0.8,0.66,0.44,0.09,6.83,56.79
2015,12,14,3.1,6.82,3.57,0.56,0.66,0.38,0.08,6.42,53.52
2015,12,15,3.55,8.01,3.63,0.58,0.75,0.41,0.08,7.11,59.93
2015,12,16,3.5,7.56,3.56,0.6,0.74,0.43,0.09,7.1,59.91
2015,12,17,3.35,7.45,3.38,0.57,0.71,0.46,0.09,7.02,59.6
2015,12,18,3.43,7.52,3.48,0.62,0.73,0.52,0.11,7.01,59.24
2015,12,19,2.97,5.13,3.3,1,0.63,0.5,0.1,6.4,52.76
2015,12,20,2.3,3.94,3.42,1.13,0.49,0.39,0.08,5.2,41.45
2015,12,21,2.71,3.38,3.25,1.43,0.58,0.48,0.09,6.26,50.12
2015,12,22,1.78,1.28,3.26,1.29,0.38,0.36,0.07,4.59,33.3
2015,12,23,2.91,5.56,3.42,0.82,0.62,0.46,0.09,6.28,51.59
2015,12,24,3.37,6.94,3.49,0.78,0.72,0.49,0.1,6.97,58.38
2015,12,25,3.31,7.53,3.56,0.51,0.7,0.45,0.09,6.8,56.99
2015,12,26,3.46,7.75,3.64,0.64,0.73,0.42,0.09,6.91,58.16
2015,12,27,2.94,4.65,3.55,1.44,0.62,0.45,0.09,6.3,51.15
2015,12,28,2.61,4.2,3.43,1.11,0.55,0.38,0.08,5.77,46.35
2015,12,29,3.39,7.54,3.52,0.55,0.72,0.38,0.08,6.93,58.5
2015,12,30,3.45,7.64,3.48,0.55,0.73,0.44,0.09,6.97,59.43
2015,12,31,3.45,7.54,3.47,0.6,0.73,0.45,0.09,6.91,59.09
2016,1,1,3.51,7.46,3.56,0.62,0.73,0.48,0.09,7.17,60.49
2016,1,2,2.88,3.95,3.49,1.38,0.6,0.45,0.09,6.27,50.34
2016,1,3,2.61,2.01,3.41,1.83,0.54,0.45,0.09,6.07,47.18
2016,1,4,2.6,3.25,3.28,1.27,0.54,0.38,0.08,5.95,47.28
2016,1,5,0.97,0.76,3.37,0.7,0.2,0.2,0.04,2.63,18.75
2016,1,6,0.93,0.61,3.37,0.7,0.19,0.16,0.03,2.55,18.18
2016,1,7,2.66,4.42,3.52,0.97,0.55,0.37,0.07,5.91,47.68
2016,1,8,3.59,7.96,3.63,0.51,0.73,0.42,0.09,7.44,62.56
2016,1,9,2.1,1.45,3.45,1.52,0.42,0.34,0.07,5.14,38.63
2016,1,10,2.28,2.12,3.4,1.4,0.46,0.35,0.07,5.41,41.63
2016,1,11,2.99,2.62,3.68,1.88,0.6,0.43,0.09,6.77,53.52
2016,1,12,3.84,8.37,3.89,0.63,0.77,0.48,0.09,7.65,64.4
2016,1,13,3.26,5.18,3.59,1.09,0.65,0.49,0.1,7.22,58.86
2016,1,14,3.13,3.77,3.73,1.73,0.62,0.53,0.11,6.91,55.23
2016,1,15,2.63,4.12,3.69,1.05,0.52,0.45,0.09,6.02,47.76
2016,1,16,2.83,2.23,3.56,1.87,0.55,0.49,0.1,6.71,52.53
2016,1,17,2.94,2.55,3.67,1.95,0.57,0.54,0.11,6.79,53.69
2016,1,18,2.11,1.78,3.67,1.34,0.41,0.41,0.09,5.24,39.37
2016,1,19,1.38,0.62,3.55,1.13,0.27,0.28,0.05,3.85,27.12
2016,1,20,3.56,5.37,3.88,1.17,0.67,0.56,0.11,7.71,62.73
2016,1,21,3.52,3.92,3.97,1.75,0.66,0.62,0.12,7.7,61.65
2016,1,22,2.71,1.58,3.91,2.08,0.5,0.57,0.12,6.58,49.83
2016,1,23,2.41,2.11,3.77,1.56,0.45,0.49,0.1,5.89,44.76
2016,1,24,3.78,7.24,4.04,0.71,0.7,0.57,0.12,8.15,66.96
2016,1,25,4.05,8.18,4.12,0.58,0.73,0.59,0.12,8.48,70.54
2016,1,26,4.27,8.65,4.31,0.6,0.77,0.58,0.12,8.84,73.2
2016,1,27,2.67,1.49,4.25,2,0.48,0.48,0.1,6.38,47.83
2016,1,28,4.12,7.37,4.23,0.8,0.73,0.62,0.12,8.69,71.43
2016,1,29,3.52,5.03,4.08,1.41,0.62,0.7,0.14,8.13,64.77
2016,1,30,2.88,4,4.11,1.04,0.5,0.62,0.12,6.85,53.25
2016,1,31,1.45,1.36,4.15,0.91,0.25,0.34,0.07,3.87,28.26
2016,2,1,4.04,7.33,4.49,0.84,0.7,0.62,0.12,8.64,69.8
2016,2,2,3.76,6.55,4.36,0.96,0.64,0.59,0.12,8.33,67.08
2016,2,3,4.29,8,4.36,0.7,0.73,0.63,0.12,9.27,76.33
2016,2,4,4.3,7.6,4.46,0.86,0.72,0.65,0.13,9.13,74.96
2016,2,5,4.49,8.51,4.54,0.69,0.74,0.7,0.14,9.59,78.83
2016,2,6,4.51,8.37,4.57,0.71,0.74,0.73,0.15,9.66,79.03
2016,2,7,4.56,8.32,4.61,0.75,0.74,0.78,0.16,9.81,80.18
2016,2,8,4.55,8.32,4.65,0.76,0.73,0.87,0.17,9.95,80.91
2016,2,9,4.8,9.07,4.85,0.67,0.77,0.9,0.18,10.33,83.7
2016,2,10,4.78,8.68,4.88,0.77,0.76,0.9,0.18,10.15,82.4
2016,2,11,4.77,8.26,4.88,0.89,0.75,0.91,0.19,9.96,81.34
2016,2,12,4.76,7.6,4.93,1.03,0.74,0.93,0.19,10.02,81.14
2016,2,13,4.58,7.28,4.74,1.04,0.7,0.91,0.18,9.74,79.79
2016,2,14,4.66,6.87,4.95,1.35,0.71,1,0.2,10.48,83.23
2016,2,15,4.99,9.03,5,0.65,0.76,1.04,0.21,11.03,88.84
2016,2,16,5.15,9.3,5.15,0.66,0.77,1.13,0.23,11.14,89.67
2016,2,17,2.17,1.69,4.86,1.47,0.32,0.67,0.13,5.8,42.01
2016,2,18,4.78,7.39,5.21,1.11,0.7,1.1,0.22,10.91,85.22
2016,2,19,5.14,9.28,5.17,0.7,0.75,0.98,0.2,11.41,91.55
2016,2,20,5.27,9.41,5.27,0.67,0.77,1.05,0.21,11.41,91.94
2016,2,21,5.21,8.82,5.23,0.8,0.75,1.02,0.2,11.24,91
2016,2,22,5.36,8.95,5.45,0.88,0.77,1.14,0.23,11.73,93.5
2016,2,23,4.78,5.31,5.44,2.03,0.67,1.05,0.21,10.74,83.84
2016,2,24,5.33,8.66,5.41,1,0.75,1.04,0.21,11.55,93.05
2016,2,25,5.46,9.13,5.51,0.83,0.76,-999,0.21,11.87,95.16
2016,2,26,5.22,6.83,5.47,1.48,0.72,1.12,0.23,11.52,91.33
2016,2,27,5.26,8.32,5.49,1.15,0.72,1.1,0.22,11.95,94.66
2016,2,28,4.9,4.84,5.5,2.22,0.66,1.03,0.21,11.41,88.59
2016,2,29,5.41,8.45,5.53,1.02,0.73,1.2,0.24,12.18,96.94
2016,3,1,5.31,7.13,5.6,1.38,0.71,1.23,0.25,12.02,94.83
2016,3,2,5.33,5.77,5.83,2.34,0.7,1.29,0.25,11.91,93.22
2016,3,3,4.36,1.93,5.7,3.25,0.57,1.16,0.23,10.19,77.95
2016,3,4,4.22,3.02,5.67,2.61,0.55,1.17,0.23,10.55,78.61
2016,3,5,2.14,0.89,5.59,1.66,0.27,0.71,0.14,6.31,43.3
2016,3,6,5.08,6.68,5.99,1.39,0.65,1.23,0.25,11.91,91.38
2016,3,7,3.88,2.91,5.96,2.23,0.49,0.95,0.19,9.74,71.68
2016,3,8,5.97,9.67,6.09,0.73,0.75,1.09,0.22,13.49,106.1
2016,3,9,5.75,7.69,5.97,1.48,0.72,1.31,0.27,13.5,104.96
2016,3,10,5.75,7.58,6.05,1.65,0.71,1.44,0.28,13.31,104.02
2016,3,11,3.22,2.09,5.95,2.05,0.4,0.92,0.18,8.37,61.19
2016,3,12,5.93,8.5,6.17,1.11,0.73,1.2,0.24,13.47,105.66
2016,3,13,4.44,4.19,6.07,2.16,0.54,1.18,0.23,10.98,82.61
2016,3,14,4.98,5.47,6.28,1.88,0.6,1.38,0.27,12.22,91.68
2016,3,15,6.1,8.25,6.29,1.33,0.73,1.53,0.3,14.14,110.3
2016,3,16,6.31,9.47,6.34,0.89,0.75,1.52,0.3,14.33,112.87
2016,3,17,6.35,9.54,6.36,0.84,0.75,1.62,0.32,14.47,113.84
2016,3,18,6.34,9.03,6.44,0.93,0.74,1.63,0.33,14.44,113.05
2016,3,19,5.85,6.54,6.5,1.97,0.68,1.56,0.3,13.53,104.79
2016,3,20,5.73,5.08,6.6,2.71,0.66,1.55,0.3,13.38,102.7
2016,3,21,4.99,3.15,6.64,3.15,0.57,1.44,0.28,12.38,91.81
2016,3,22,6.1,8.23,6.99,1.6,0.7,1.48,0.3,14.15,108.12
2016,3,23,6.87,10.32,7.04,0.97,0.77,1.55,0.31,15.73,121.4
2016,3,24,6.76,9.8,6.8,0.9,0.76,1.59,0.32,15.34,120.1
2016,3,25,6.46,8.66,6.73,1.32,0.72,1.58,0.31,15.03,116.71
2016,3,26,6.8,9.73,6.85,0.93,0.75,1.61,0.32,15.58,121.61
2016,3,27,5.97,5.84,6.8,2.47,0.66,1.55,0.31,14.21,109.04
2016,3,28,4.72,3.95,7.14,2.24,0.52,1.26,0.25,11.79,86.33
2016,3,29,5.86,7.53,7.23,1.36,0.64,1.29,0.26,13.82,104.88
2016,3,30,5.55,6.87,7.05,1.53,0.6,1.2,0.23,13.01,100
2016,3,31,7.06,10.21,7.12,0.78,0.76,1.52,0.3,16.24,126.53
2016,4,1,7.07,10.31,7.09,0.73,0.76,1.71,0.34,16.51,128.3
2016,4,2,7.1,10.19,7.13,0.81,0.76,1.68,0.34,16.29,127.39
2016,4,3,6.66,8.16,7.16,1.74,0.7,1.62,0.32,15.49,119.9
2016,4,4,7.16,10.17,7.17,0.83,0.75,1.73,0.35,16.39,128.19
2016,4,5,7.01,9.33,7.08,1.1,0.73,1.62,0.33,15.67,124.21
2016,4,6,6.41,3.51,7.58,3.9,0.66,1.75,0.34,15.35,115
2016,4,7,3.14,1.09,7.08,2.4,0.33,1.1,0.22,8.96,62.73
2016,4,8,2.13,0.85,6.68,1.59,0.22,0.73,0.15,6.33,44.12
2016,4,9,3.39,1.73,7.17,2.3,0.34,1.09,0.22,9.33,66.25
2016,4,10,4.75,3.61,7.12,2.46,0.48,1.34,0.27,11.99,88.7
2016,4,11,5.09,4.52,7.19,2.24,0.52,1.45,0.29,12.78,94.82
2016,4,12,6.86,8.69,7.36,1.3,0.7,1.7,0.34,16.24,125.07
2016,4,13,7.13,9.11,7.45,1.35,0.72,1.85,0.38,16.95,130.3
2016,4,14,7.41,8.99,7.73,1.33,0.74,1.9,0.38,17.37,132.77
2016,4,15,7.57,9.4,8.04,1.46,0.75,1.96,0.39,17.8,134.24
2016,4,16,8.05,11.96,8.1,0.7,0.8,2.15,0.43,18.71,142.55
2016,4,17,8.13,11.7,8.17,0.78,0.8,2.24,0.45,18.59,142.23
2016,4,18,7.82,10.9,7.84,0.85,0.77,2.05,0.41,17.92,138.93
2016,4,19,7.19,7,7.81,2.12,0.7,1.89,0.38,16.8,128.59
2016,4,20,7.94,10.58,8.05,1.27,0.77,2.07,0.41,18.32,140.82
2016,4,21,7.43,8.19,7.93,2.31,0.72,2.04,0.41,17.3,132.91
2016,4,22,7.79,10.18,8.01,1.02,0.75,2.21,0.44,18.76,142.18
2016,4,23,7.99,11.01,8.18,0.95,0.77,2.17,0.44,18.81,143.24
2016,4,24,6.09,5.88,7.78,2.71,0.59,1.52,0.3,14.56,111.5
2016,4,25,7.21,8.87,8.23,1.43,0.69,1.62,0.33,16.88,127.77
2016,4,26,7.4,7.56,8.03,2.88,0.7,1.75,0.34,17.44,133.65
2016,4,27,7.74,9.26,7.99,1.36,0.73,1.91,0.38,18.16,139.3
2016,4,28,7.09,8.55,7.96,1.47,0.67,1.6,0.32,16.87,128.77
2016,4,29,7.51,8.81,8.04,1.68,0.7,1.75,0.35,17.76,135.89
2016,4,30,6.98,7.41,8,1.94,0.66,1.72,0.34,16.55,126.38
2016,5,1,7.2,8.39,7.95,1.53,0.67,1.67,0.34,17.15,131.05
2016,5,2,6.84,8,7.91,1.51,0.64,1.77,0.36,16.45,125.95
2016,5,3,7.44,6.77,8.12,2.84,0.69,2.08,0.41,17.84,135.85
2016,5,4,6.9,7.01,8.17,2.23,0.64,1.96,0.39,16.88,127.12
2016,5,5,4.62,3.78,8.07,1.98,0.43,1.32,0.27,11.83,86.13
2016,5,6,4.84,2.74,7.93,3,0.45,1.32,0.27,12.53,91.99
2016,5,7,4.83,3.17,8,2.68,0.45,1.28,0.26,12.34,90.73
2016,5,8,5.74,5.28,7.97,2.11,0.52,1.45,0.29,14.19,106.43
2016,5,9,6.9,8.2,8.2,1.51,0.63,1.82,0.37,17.08,128.27
2016,5,10,6.94,8.05,8.29,1.51,0.63,1.96,0.39,16.87,127.43
2016,5,11,7.58,8.99,8.23,1.37,0.69,2.12,0.42,17.84,137.15
2016,5,12,8.26,10.61,8.41,1.05,0.75,2.29,0.45,19.27,147.93
2016,5,13,8.06,9.47,8.48,1.33,0.73,2.38,0.47,19.22,145.67
2016,5,14,7.77,9.15,8.57,1.4,0.7,2.34,0.46,18.73,141.19
2016,5,15,6.6,7.28,8.46,1.73,0.59,1.94,0.38,16.33,121.53
2016,5,16,7.52,9.32,8.47,1.25,0.67,2.11,0.42,18.34,138.3
2016,5,17,7.07,7.79,8.32,1.86,0.63,1.84,0.37,17.01,129.93
2016,5,18,7.48,9.29,8.4,1.25,0.67,1.95,0.39,18.24,138.15
2016,5,19,7.19,8.85,8.51,1.23,0.64,2.05,0.41,17.71,132.92
2016,5,20,6.5,4.34,8.81,3.88,0.58,1.98,0.4,16.55,120.34
2016,5,21,7.23,8.26,8.9,1.94,0.64,1.97,0.39,17.67,130.93
2016,5,22,8.69,11.61,8.79,0.91,0.77,2.25,0.45,20.75,157.16
2016,5,23,7.64,9.09,8.54,1.57,0.68,2.08,0.41,18.41,139.62
2016,5,24,5.49,4.7,8.67,2.44,0.48,1.63,0.33,14.15,102.84
2016,5,25,5.53,4.4,8.44,2.79,0.49,1.48,0.3,13.98,103.42
2016,5,26,8.17,9.89,8.45,1.41,0.72,2.05,0.41,19.74,150.93
2016,5,27,8.41,10.54,8.59,1.16,0.74,2.27,0.45,20.16,153.62
2016,5,28,7.06,6.84,8.36,2.4,0.62,1.91,0.38,17.21,130.84
2016,5,29,6.62,6.88,8.3,1.87,0.59,1.73,0.35,16.02,122.61
2016,5,30,7.79,9.15,8.42,1.37,0.69,2.07,0.41,18.65,142.98
2016,5,31,7.67,8.82,8.32,1.4,0.67,2.1,0.42,18.48,141.92
2016,6,1,8.03,9.19,8.61,1.55,0.7,2.27,0.45,19.3,146.8
2016,6,2,8.58,11.14,8.82,1.05,0.75,2.37,0.47,20.51,155.91
2016,6,3,8.44,10.08,8.77,1.48,0.73,2.38,0.47,19.91,152.28
2016,6,4,8.25,9.9,8.67,1.36,0.72,2.55,0.5,19.67,150.28
2016,6,5,8.41,10.56,8.75,1.17,0.73,2.8,0.55,20.3,153.88
2016,6,6,8.13,9.61,8.68,1.43,0.71,2.66,0.52,19.38,147.86
2016,6,7,8.08,9.4,8.74,1.43,0.7,2.66,0.52,19.48,147.59
2016,6,8,8.11,7.91,8.82,2.4,0.7,2.71,0.53,19.9,149.06
2016,6,9,7.77,7.51,8.75,2.19,0.68,2.55,0.5,19.16,143.48
2016,6,10,6.71,3.7,8.53,4.18,0.59,2.22,0.44,16.78,125.9
2016,6,11,5.82,5.74,8.38,1.76,0.51,1.88,0.37,14.7,110.13
2016,6,12,6.28,5.97,8.55,1.99,0.55,1.89,0.38,15.86,117.9
2016,6,13,7.97,9.28,8.57,1.43,0.7,2.23,0.45,19.49,147.88
2016,6,14,7.9,10,8.91,1.18,0.69,2.3,0.46,19.24,144.59
2016,6,15,7.02,8.13,8.94,1.75,0.61,2.24,0.45,17.72,130.74
2016,6,16,8.72,11.69,8.87,0.89,0.76,-999,0.54,21.36,161.29
2016,6,17,8.76,11.74,8.86,0.83,0.76,2.9,0.56,21.59,162.7
2016,6,18,8.71,10.83,8.88,1.13,0.76,2.98,0.58,21.16,159.93
2016,6,19,8.58,11.14,8.76,1.05,0.74,3.06,0.59,21.26,160.43
2016,6,20,8.59,11.15,8.67,0.96,0.74,3.06,0.59,21.3,161.16
2016,6,21,8.37,10.16,8.49,1.33,0.73,2.95,0.57,20.65,157.52
2016,6,22,8.54,10.64,8.66,1.2,0.74,2.98,0.58,21,159.2
2016,6,23,8.73,11.09,8.87,1.11,0.76,2.85,0.55,21.03,159.39
2016,6,24,8.57,11.07,8.89,1.02,0.74,2.84,0.55,20.98,157.94
2016,6,25,8.59,10.48,8.78,1.23,0.75,2.71,0.52,19.91,153
2016,6,26,8.51,10.35,8.73,1.34,0.74,2.73,0.53,19.8,152.55
2016,6,27,7.72,8.37,8.28,1.62,0.67,2.61,0.51,18.81,144.38
2016,6,28,5.35,3.2,8.18,3.06,0.47,1.93,0.38,13.85,103.39
2016,6,29,8.13,9.58,8.34,1.39,0.71,2.73,0.53,19.74,151.66
2016,6,30,8.59,10.85,8.72,1.11,0.75,2.84,0.55,20.35,155.74
2016,7,1,8.38,10.31,8.65,1.23,0.73,2.81,0.55,20.23,154.01
2016,7,2,8.55,10.73,8.76,1.08,0.75,2.87,0.55,20.63,156.13
2016,7,3,8.69,11.08,8.88,1.03,0.76,2.86,0.55,20.9,157.88
2016,7,4,8.46,10.74,8.82,1.04,0.74,2.87,0.55,20.43,154.28
2016,7,5,8.49,10.76,8.78,1.03,0.74,2.97,0.57,20.62,155.65
2016,7,6,8.29,10.37,8.76,1.1,0.73,2.88,0.55,20.43,153.3
2016,7,7,8.43,10.9,8.74,0.92,0.74,2.91,0.56,20.73,155.8
2016,7,8,8.6,11.37,8.7,0.9,0.76,3.01,0.58,21.01,158.83
2016,7,9,8.15,9.74,8.54,1.57,0.72,2.9,0.56,19.91,151.25
2016,7,10,8.78,12.06,8.85,0.7,0.77,3.16,0.6,21.4,160.96
2016,7,11,8.71,11.91,8.78,0.73,0.77,3.04,0.59,21.23,159.96
2016,7,12,8.59,11.43,8.75,0.86,0.76,3.02,0.58,21.08,158.38
2016,7,13,8.65,11.57,8.73,0.82,0.77,2.97,0.57,20.81,157.62
2016,7,14,8.61,11.41,8.67,0.85,0.77,2.95,0.57,20.87,157.92
2016,7,15,8.51,10.93,8.67,0.98,0.76,2.91,0.56,20.77,156.3
2016,7,16,8.59,11.16,8.75,0.96,0.77,2.85,0.55,20.8,156.61
2016,7,17,8.62,11.47,8.75,0.89,0.77,2.9,0.56,20.94,157.62
2016,7,18,8.63,11.53,8.68,0.85,0.77,2.92,0.57,20.96,158.11
2016,7,19,8.6,11.61,8.65,0.82,0.77,2.98,0.58,20.97,158.1
2016,7,20,8.53,11.5,8.57,0.82,0.77,2.95,0.57,20.84,157.5
2016,7,21,8.49,11.24,8.55,0.9,0.77,2.98,0.58,20.77,156.78
2016,7,22,8.38,11.14,8.44,0.84,0.75,3.01,0.58,20.72,156.37
2016,7,23,8.26,10.51,8.4,1.14,0.74,2.92,0.56,20.2,152.92
2016,7,24,8.27,10.85,8.35,0.95,0.75,2.91,0.56,20.46,154.51
2016,7,25,8.08,10.22,8.12,1.1,0.73,2.81,0.55,20.12,152.79
2016,7,26,7.96,9.86,8.05,1.17,0.72,2.8,0.54,19.86,150.81
2016,7,27,7.92,9.92,7.96,1.14,0.72,2.78,0.54,19.67,150.2
2016,7,28,7.87,9.69,7.93,1.2,0.72,2.7,0.52,19.39,148.32
2016,7,29,7.73,9.32,7.78,1.28,0.7,2.63,0.51,18.96,145.97
2016,7,30,7.52,8.35,7.59,1.64,0.69,2.52,0.48,18.36,142.33
2016,7,31,7.66,8.94,7.7,1.4,0.7,2.52,0.49,18.7,144.06
2016,8,1,7.76,9.5,7.83,1.2,0.72,2.48,0.48,19.02,145.87
2016,8,2,7.77,9.38,7.86,1.27,0.72,2.41,0.47,18.76,144.24
2016,8,3,7.8,9.38,7.84,1.33,0.73,2.41,0.48,18.77,144.36
2016,8,4,7.92,9.56,7.99,1.33,0.73,2.48,0.48,18.59,143.45
2016,8,5,8,10.73,8.12,0.88,0.74,2.67,0.52,19.45,147.59
2016,8,6,8.19,11.14,8.37,0.88,0.77,2.74,0.53,19.59,148.06
2016,8,7,8.21,11.27,8.32,0.83,0.77,2.74,0.53,19.66,148.72
2016,8,8,8.22,11.21,8.38,0.88,0.77,2.66,0.52,19.54,147.6
2016,8,9,7.9,10.6,8.16,0.89,0.74,2.58,0.5,19.22,144.81
2016,8,10,8.15,11.21,8.27,0.81,0.77,2.52,0.49,19.34,146.55
2016,8,11,8.18,11.26,8.3,0.88,0.78,2.39,0.48,19.31,146.52
2016,8,12,7.69,10.24,7.79,1,0.73,2.44,0.48,18.88,143.88
2016,8,13,7.73,10.3,7.75,0.93,0.74,2.48,0.48,18.7,143.35
2016,8,14,7.73,10.55,7.74,0.85,0.74,2.53,0.49,18.82,143.99
2016,8,15,8.07,11.41,8.11,0.77,0.78,2.55,0.5,19.18,145.76
2016,8,16,8.2,11.68,8.23,0.77,0.8,2.49,0.48,18.98,144.67
2016,8,17,7.97,10.93,8.09,1.06,0.77,2.43,0.48,18.58,141.95
2016,8,18,7.89,10.95,7.93,0.88,0.77,2.38,0.47,18.45,141.48
2016,8,19,7.67,10.33,7.74,1.07,0.75,2.23,0.45,18.2,139.63
2016,8,20,7.1,8.63,7.27,1.39,0.7,1.99,0.4,16.67,130.52
2016,8,21,7.06,8.56,7.17,1.36,0.7,2.01,0.4,16.7,130.64
2016,8,22,6.13,6,7.06,2.1,0.61,1.83,0.36,14.68,113.91
2016,8,23,7.13,8.86,7.15,1.27,0.71,2.04,0.4,16.54,130.23
2016,8,24,7.29,9.32,7.31,1.14,0.73,2.16,0.42,16.9,131.99
2016,8,25,7.12,9.01,7.16,1.21,0.72,2.13,0.42,16.56,129.84
2016,8,26,7.06,8.92,7.31,1.12,0.71,2.18,0.43,16.62,128.44
2016,8,27,6.78,8.54,7.29,1.17,0.69,2.04,0.41,16.2,124.4
2016,8,28,7.18,9.31,7.17,1.1,0.73,2.05,0.41,16.52,129.55
2016,8,29,7.22,9.62,7.21,1.01,0.74,2.14,0.42,16.73,130.46
2016,8,30,7.22,9.77,7.21,0.94,0.74,2.24,0.44,17.07,132.05
2016,8,31,7.27,10.27,7.26,0.78,0.75,2.33,0.45,17.48,134.19
2016,9,1,7.4,10.66,7.4,0.75,0.77,2.34,0.45,17.53,134.34
2016,9,2,7.23,10.34,7.41,0.8,0.76,2.21,0.44,17.18,131.12
2016,9,3,6.86,9.63,7.18,0.8,0.72,2.15,0.42,16.85,127.83
2016,9,4,6.97,9.27,7.41,1.13,0.73,2.1,0.41,16.74,126.18
2016,9,5,6.84,9.35,7.13,1.01,0.73,1.95,0.38,16.28,124.71
2016,9,6,7.23,10.44,7.23,0.77,0.77,1.96,0.39,16.62,128.61
2016,9,7,7.01,10.01,7.13,0.88,0.75,2.01,0.4,16.34,126.2
2016,9,8,6.83,9.67,6.84,0.84,0.73,2.08,0.41,16.41,126.77
2016,9,9,6.7,9.05,6.82,0.99,0.73,2,0.39,15.66,121.8
2016,9,10,6.75,9.56,6.76,0.85,0.73,2.06,0.41,16.01,124.2
2016,9,11,6.89,9.91,6.9,0.81,0.76,2.08,0.41,16.31,125.61
2016,9,12,6.13,8.03,6.76,1.11,0.68,1.86,0.37,14.73,112.7
2016,9,13,4.88,5.82,6.85,1.53,0.54,1.49,0.3,12.23,90.88
2016,9,14,6.88,10.42,6.88,0.7,0.77,1.81,0.36,15.87,123.16
2016,9,15,6.69,10.06,6.68,0.71,0.75,1.85,0.37,15.6,121.45
2016,9,16,6.64,9.8,6.63,0.74,0.75,1.81,0.36,15.38,120.02
2016,9,17,6.72,9.83,6.71,0.81,0.77,1.7,0.34,14.99,117.86
2016,9,18,6.55,9.69,6.61,0.82,0.75,1.8,0.36,15.21,118.27
