-BEGIN HEADER-,,,,,,,,,,,Phoenix
2015,10,29,3.81,5.1,4.56,1.2,0.59,0.9,0.18,8.99,71.22
2015,10,30,4.39,7.06,4.59,0.96,0.68,0.92,0.19,10.1,81.17
2015,10,31,4.83,9.14,4.78,0.51,0.76,0.97,0.2,10.83,87.57
2015,11,1,4.64,8.69,4.65,0.56,0.73,-999,0.2,10.48,85.29
2015,11,2,4.69,8.9,4.64,0.52,0.74,1.02,0.2,10.59,85.81
2015,11,3,2.88,3.47,4.56,1.34,0.46,0.73,0.15,7.1,53.92
2015,11,4,3.25,4.22,4.53,1.2,0.52,0.71,0.14,7.78,59.95
2015,11,5,4.66,8.98,4.65,0.53,0.76,0.83,0.16,10.26,83.38
2015,11,6,4.66,9.3,4.61,0.46,0.77,0.88,0.18,10.2,83.26
2015,11,7,4.54,8.97,4.56,0.51,0.75,-999,0.17,9.94,81.19
2015,11,8,4.48,8.8,4.45,0.51,0.75,0.91,0.18,9.83,80.58
2015,11,9,4.5,9.02,4.46,0.49,0.76,0.97,0.2,9.9,80.88
2015,11,10,3.51,5.24,4.35,1.15,0.59,0.82,0.16,8.1,63.82
2015,11,11,4.56,9.44,4.5,0.43,0.78,0.85,0.17,9.77,80.12
2015,11,12,4.44,8.81,4.51,0.65,0.77,0.87,0.17,9.58,77.66
2015,11,13,4.43,9.01,4.38,0.49,0.77,0.88,0.18,9.58,78.22
2015,11,14,4.41,8.97,4.35,0.51,0.77,0.81,0.16,9.34,76.82
2015,11,15,1.76,1.48,4,1.22,0.31,0.45,0.09,4.8,34.26
2015,11,16,3.08,4.66,4.19,1.09,0.55,0.62,0.12,7.12,55.78
2015,11,17,4.26,8.97,4.21,0.47,0.76,0.65,0.13,9.12,75.32
2015,11,18,4,6.97,4.17,0.97,0.72,0.72,0.15,8.95,72.01
2015,11,19,4.17,8.94,4.13,0.41,0.76,0.77,0.16,9.16,75.16
2015,11,20,4.02,8.24,4.02,0.5,0.73,0.77,0.16,9.07,73.54
2015,11,21,4.14,9.02,4.08,0.43,0.76,0.76,0.16,9.09,74.3
2015,11,22,4.08,8.66,4.04,0.48,0.76,0.73,0.15,8.8,72.36
2015,11,23,3.9,7.83,3.94,0.68,0.73,0.7,0.14,8.48,69.65
2015,11,24,3.96,8.16,3.94,0.51,0.74,0.7,0.14,8.64,71.02
2015,11,25,2.83,3.07,3.87,1.51,0.53,0.63,0.12,6.86,52.45
2015,11,26,3.54,5.58,3.98,1.22,0.67,0.68,0.13,7.91,63.27
2015,11,27,3.87,8.2,3.9,0.48,0.74,0.66,0.13,8.48,69.53
2015,11,28,3.99,8.79,3.94,0.42,0.77,0.67,0.13,8.54,70.58
2015,11,29,3.75,7.45,3.9,0.85,0.73,0.65,0.13,8.16,66.55
2015,11,30,3.97,8.86,3.94,0.5,0.77,0.65,0.13,8.36,69.03
2015,12,1,3.97,8.8,3.92,0.43,0.77,0.64,0.13,8.34,69.09
2015,12,2,3.91,8.49,3.9,0.52,0.77,0.68,0.14,8.35,68.7
2015,12,3,3.77,7.38,3.83,0.78,0.74,0.66,0.13,8.15,66.7
2015,12,4,2.87,2.14,3.76,2.08,0.57,0.59,0.12,6.81,52.26
2015,12,5,3.85,8.48,3.81,0.44,0.77,0.59,0.12,8.01,66.84
2015,12,6,3.09,4.25,3.82,1.34,0.62,0.55,0.11,6.98,54.7
2015,12,7,3.65,6.59,3.81,0.95,0.73,0.58,0.12,7.7,63.17
2015,12,8,3.58,6.73,3.65,0.76,0.72,0.59,0.12,7.8,64.22
2015,12,9,2.61,1.65,3.57,2.04,0.52,0.48,0.09,6.31,48.24
2015,12,10,3.52,6.18,3.69,0.98,0.71,0.59,0.12,7.58,62.14
2015,12,11,1.61,0.6,3.48,1.35,0.33,0.38,0.08,4.43,31.04
2015,12,12,2.94,5.17,3.58,0.98,0.6,0.42,0.09,6.6,53.29
2015,12,13,3.7,8.41,3.65,0.41,0.75,0.47,0.09,7.8,65.4
2015,12,14,2.96,4.55,3.61,1.03,0.6,0.45,0.09,6.73,53.2
2015,12,15,3.75,8.64,3.71,0.41,0.77,0.45,0.09,7.9,65.45
2015,12,16,3.73,8.59,3.68,0.41,0.77,0.47,0.09,7.85,65.31
2015,12,17,3.68,8.66,3.65,0.41,0.76,0.49,0.1,7.82,64.88
2015,12,18,3.69,8.75,3.63,0.4,0.76,0.57,0.12,7.96,65.77
2015,12,19,1.9,1.19,3.62,1.49,0.39,0.43,0.09,5.06,36.05
2015,12,20,3.39,6.21,3.53,0.84,0.7,0.59,0.12,7.42,60.48
2015,12,21,2.89,4.34,3.6,1.53,0.59,0.52,0.1,6.73,52.87
2015,12,22,1.33,0.87,3.33,0.96,0.27,0.29,0.06,3.8,26.52
2015,12,23,2.27,2.64,3.43,1.2,0.47,0.46,0.09,5.67,42.78
2015,12,24,2.7,3.07,3.6,1.42,0.55,0.52,0.1,6.47,49.45
2015,12,25,3.44,7.17,3.64,0.78,0.7,0.51,0.1,7.4,60.41
2015,12,26,3.76,8.65,3.76,0.48,0.77,0.52,0.1,7.86,64.77
2015,12,27,3.71,8.56,3.66,0.46,0.76,0.52,0.1,7.87,65.13
2015,12,28,3.28,5.73,3.67,1.27,0.67,0.53,0.11,7.25,58.09
2015,12,29,3.48,7.14,3.55,0.64,0.71,0.46,0.09,7.43,61.45
2015,12,30,3.69,8.25,3.65,0.5,0.75,0.52,0.1,7.75,64.49
2015,12,31,3.6,7.37,3.73,0.83,0.73,0.54,0.11,7.61,62.47
2016,1,1,3.71,8.09,3.69,0.53,0.75,0.54,0.11,7.83,64.88
2016,1,2,3.63,7.61,3.64,0.59,0.73,0.58,0.12,7.93,65.03
2016,1,3,2.96,4.35,3.57,1.25,0.59,0.53,0.11,6.95,54.54
2016,1,4,0.96,0.47,3.4,0.79,0.2,0.22,0.05,2.98,19.88
2016,1,5,1.39,1.22,3.44,0.98,0.27,0.3,0.06,3.91,27.57
2016,1,6,2.81,4.23,3.64,1.21,0.55,0.52,0.11,6.7,52.08
2016,1,7,1.52,0.94,3.57,1.13,0.3,0.33,0.06,4.27,30.02
2016,1,8,2.84,3.85,3.7,1.22,0.56,0.42,0.09,6.7,52.02
2016,1,9,3.78,8.43,3.75,0.49,0.74,0.51,0.1,8.16,67.49
2016,1,10,2.47,1.94,3.68,1.73,0.48,0.43,0.09,6.17,46.23
2016,1,11,3.96,9.02,3.89,0.43,0.77,0.48,0.09,8.34,69.04
2016,1,12,4.04,9.29,3.98,0.42,0.78,0.52,0.1,8.55,70.21
2016,1,13,4.06,9.28,4.01,0.42,0.78,0.55,0.11,8.68,70.86
2016,1,14,3.91,8.04,3.95,0.69,0.74,0.65,0.13,8.6,69.34
2016,1,15,2.94,3.81,3.74,1.37,0.55,0.52,0.1,6.94,53.84
2016,1,16,3.42,5.08,3.89,1.33,0.64,0.54,0.11,7.96,62.46
2016,1,17,4.04,8.66,3.99,0.49,0.76,0.65,0.13,8.91,72.26
2016,1,18,2.64,1.22,3.95,2.1,0.49,0.55,0.11,6.82,49.77
2016,1,19,3.73,5.82,3.98,1.41,0.69,0.65,0.13,8.48,67.59
2016,1,20,4.05,8.56,4.01,0.52,0.74,0.66,0.13,9.04,73.3
2016,1,21,3.87,6.05,4.2,1.28,0.7,0.67,0.13,8.69,68.44
2016,1,22,3.85,4.79,4.25,1.67,0.7,0.72,0.15,8.77,68.4
2016,1,23,3.21,1.78,4.19,2.38,0.58,0.68,0.14,7.86,58.95
2016,1,24,4.29,9.02,4.25,0.47,0.77,0.73,0.15,9.45,76.27
2016,1,25,4.25,8.63,4.27,0.55,0.75,0.66,0.13,9.47,76.06
2016,1,26,4.44,9.44,4.4,0.44,0.78,0.61,0.12,9.66,77.8
2016,1,27,4.41,9.07,4.38,0.51,0.77,0.65,0.12,9.68,77.88
2016,1,28,4.09,6.11,4.39,1.35,0.7,0.68,0.13,9.24,72.77
2016,1,29,3.88,5.45,4.42,1.69,0.66,0.73,0.15,8.92,69.71
2016,1,30,4.07,6.55,4.32,1.29,0.69,0.83,0.16,9.45,74.62
2016,1,31,3.85,6.6,4.28,0.87,0.65,0.83,0.16,9.2,71.89
2016,2,1,2.13,1.38,4.42,1.53,0.35,0.52,0.1,5.73,40.7
2016,2,2,4.78,9.67,4.76,0.49,0.79,0.73,0.15,10.38,82.77
2016,2,3,4.82,9.76,4.78,0.48,0.79,0.7,0.14,10.45,83.52
2016,2,4,4.65,8.3,4.75,0.85,0.76,0.77,0.16,10.43,82.18
2016,2,5,4.81,9.55,4.77,0.49,0.77,0.8,0.16,10.71,85.18
2016,2,6,4.91,9.79,4.88,0.47,0.79,0.83,0.16,10.88,86.23
2016,2,7,4.87,9.48,4.82,0.5,0.77,0.89,0.18,11.01,87.04
2016,2,8,4.92,9.52,4.88,0.5,0.77,0.93,0.19,11.12,87.81
2016,2,9,5,9.66,4.94,0.5,0.78,0.96,0.2,11.25,88.8
2016,2,10,4.77,7.25,5.01,1.33,0.73,1.01,0.2,10.81,84.32
2016,2,11,4.99,9.09,4.99,0.61,0.77,1.05,0.21,11.16,88.26
2016,2,12,5.01,9.12,5.05,0.61,0.77,1.05,0.21,11.3,89.09
2016,2,13,5.12,9.08,5.13,0.7,0.77,1.12,0.23,11.51,90.33
2016,2,14,4.95,8.07,5.07,0.77,0.74,1.11,0.23,11.48,89.34
2016,2,15,5.21,9.65,5.19,0.5,0.77,1.07,0.22,12.09,94.17
2016,2,16,5.21,9.33,5.19,0.57,0.77,1.23,0.25,12.1,94.33
2016,2,17,5.3,9.52,5.29,0.58,0.77,1.25,0.25,12.19,95.01
2016,2,18,3.12,1.94,5.16,2.22,0.45,0.98,0.19,8.41,60.7
2016,2,19,3.33,2.18,5.01,2.32,0.48,1.02,0.2,8.92,64.77
2016,2,20,5.3,9.2,5.35,0.63,0.75,1.2,0.24,12.26,95.73
2016,2,21,5.29,8.84,5.39,0.72,0.74,1.16,0.23,12.41,96.09
2016,2,22,5.49,9.38,5.54,0.67,0.77,1.23,0.25,12.64,98.21
2016,2,23,5.46,8.06,5.71,1.35,0.76,1.25,0.25,12.59,96.73
2016,2,24,5.69,9.73,5.68,0.66,0.78,1.25,0.25,13.07,101.33
2016,2,25,5.66,9.72,5.62,0.63,0.77,1.16,0.23,13.02,101.55
2016,2,26,5.69,9.52,5.65,0.67,0.77,1.16,0.23,13.04,101.67
2016,2,27,5.56,8.5,5.68,0.88,0.74,1.14,0.23,12.85,99.62
2016,2,28,5.34,7.39,5.64,1.16,0.71,1.12,0.23,12.66,97.34
2016,2,29,5.51,7.44,5.71,1.33,0.73,1.3,0.26,12.98,100.16
2016,3,1,5.01,4.59,5.71,2.61,0.66,1.2,0.23,12.05,92.35
2016,3,2,5.29,4.88,5.85,2.85,0.69,1.34,0.27,12.39,95.73
2016,3,3,4.93,3.94,5.85,2.65,0.63,1.34,0.26,11.91,90.25
2016,3,4,5.74,6.71,6.06,1.83,0.73,1.42,0.28,13.27,102.15
2016,3,5,4.46,3.09,5.98,2.79,0.56,1.27,0.25,11.28,83.22
2016,3,6,4.23,3.29,5.96,2.53,0.53,1.21,0.24,10.91,80.45
2016,3,7,5.06,4.38,6.11,2.92,0.63,1.25,0.24,12.4,93.47
2016,3,8,6.08,9.24,6.09,0.83,0.75,1.2,0.24,14.24,110.21
2016,3,9,6.24,9.88,6.28,0.7,0.77,1.3,0.27,14.83,113.21
2016,3,10,6.41,9.83,6.44,0.73,0.78,1.56,0.31,15.06,114.68
2016,3,11,4.31,1.6,6.33,3.33,0.52,1.39,0.27,11.37,81.73
2016,3,12,6.45,10.21,6.42,0.65,0.77,1.68,0.34,15.33,117.09
2016,3,13,6.26,8.65,6.38,1.07,0.75,-999,0.3,15.04,114.48
2016,3,14,6.25,8.94,6.29,1.12,0.74,1.58,0.31,15.21,115.96
2016,3,15,6.35,8.27,6.62,1.33,0.75,1.66,0.33,15.42,115.64
2016,3,16,6.63,9.88,6.62,0.94,0.77,1.7,0.34,15.66,119.52
2016,3,17,6.61,10.11,6.66,0.83,0.77,-999,0.34,15.71,119.56
2016,3,18,6.74,10.23,6.71,0.78,0.78,1.82,0.36,15.81,120.59
2016,3,19,6.73,10.2,6.72,0.75,0.77,1.8,0.36,15.96,121.58
2016,3,20,6.72,9.32,6.83,1.35,0.77,1.8,0.36,15.98,120.99
2016,3,21,6.63,8.55,6.87,1.41,0.75,1.8,0.36,15.86,119.57
2016,3,22,6.86,9.68,6.91,1.01,0.77,1.77,0.35,16.36,123.56
2016,3,23,7.31,11.74,7.29,0.56,0.82,1.7,0.34,17.16,128.66
2016,3,24,7.11,10.81,7.1,0.67,0.79,1.77,0.36,16.95,127.5
2016,3,25,6.98,9.91,7.01,1.07,0.77,1.7,0.34,16.55,125.78
2016,3,26,7.05,10.34,7.02,0.82,0.77,1.66,0.34,16.74,127.23
2016,3,27,7.08,10.24,7.11,0.91,0.77,-999,0.35,16.81,127.6
2016,3,28,5.6,6.1,7.05,2.06,0.61,1.5,0.3,14.39,105.95
2016,3,29,6.42,7.52,7.32,2.09,0.7,1.59,0.32,15.75,116.85
2016,3,30,7.17,10.39,7.23,0.86,0.77,1.67,0.34,17.2,129.83
2016,3,31,6.85,9.04,7.19,1.19,0.73,1.63,0.33,16.47,124.55
2016,4,1,7.11,10.24,7.22,0.87,0.75,1.67,0.34,17.13,129.88
2016,4,2,7.37,10.98,7.36,0.68,0.77,1.73,0.35,17.73,134.13
2016,4,3,7.5,11.08,7.5,0.71,0.79,1.77,0.36,17.73,134.47
2016,4,4,7.49,10.44,7.52,0.88,0.78,1.95,0.39,17.6,133.62
2016,4,5,6.33,4.49,7.44,3.55,0.66,1.9,0.38,15.76,117.2
2016,4,6,7.03,6.45,7.69,2.78,0.73,2.09,0.41,17.09,127.34
2016,4,7,3.47,1.36,7.15,2.52,0.36,1.23,0.24,9.67,68.52
2016,4,8,5.52,4.6,7.16,2.37,0.56,1.7,0.34,14.52,106.26
2016,4,9,6.79,7.36,7.41,1.97,0.69,1.96,0.39,17.09,127.48
2016,4,10,3.15,1.63,7.35,2.31,0.32,1.08,0.21,9.4,65.52
2016,4,11,6.84,7.66,7.37,1.83,0.69,1.79,0.36,17,128.44
2016,4,12,7.19,9.26,7.49,1.4,0.72,1.83,0.37,17.66,134.05
2016,4,13,7.64,10.66,7.65,0.81,0.77,2.03,0.41,18.57,140.71
2016,4,14,7.47,8.77,7.75,2.11,0.74,2.1,0.42,18.2,137.35
2016,4,15,7.86,10.77,7.86,0.93,0.78,2.02,0.41,18.3,139.98
2016,4,16,8.02,11.41,8.06,0.71,0.79,1.99,0.4,19.19,144.29
2016,4,17,8.09,11.76,8.08,0.62,0.8,2.06,0.41,19.38,145.99
2016,4,18,8.12,11.5,8.15,0.68,0.8,2.18,0.44,19.27,145.61
2016,4,19,7.7,8.68,8.06,1.98,0.75,2.07,0.41,18.27,138.52
2016,4,20,7.99,10.87,7.99,0.87,0.77,2.02,0.41,18.7,143.3
2016,4,21,7.96,8.58,8.36,2.63,0.77,2.1,0.42,18.09,138.41
2016,4,22,8.09,10.55,8.16,1.01,0.78,2.24,0.45,19.1,145.2
2016,4,23,8.06,10.89,8.17,0.91,0.77,-999,0.44,19.28,146.12
2016,4,24,8.16,11.11,8.22,0.85,0.78,2.17,0.44,19.33,146.84
2016,4,25,8.1,10.47,8.3,0.98,0.77,2.09,0.42,19.3,145.62
2016,4,26,8.15,10.91,8.2,0.95,0.77,1.9,0.38,19.41,147.81
2016,4,27,7.68,8.83,8.09,1.91,0.73,1.95,0.39,18.56,141.04
2016,4,28,7.42,8.77,8.15,1.47,0.7,1.83,0.37,17.81,134.95
2016,4,29,7.19,7.4,7.99,1.94,0.67,1.7,0.34,17.52,132.56
2016,4,30,4.67,3.03,8.01,2.74,0.44,1.34,0.27,12.34,90.1
2016,5,1,6.85,7.12,7.86,2,0.64,1.59,0.32,16.8,128.37
2016,5,2,7.99,9.99,8.16,1.23,0.74,2.04,0.41,19.2,146.7
2016,5,3,8.14,10.47,8.19,1,0.76,2.3,0.46,19.85,150.97
2016,5,4,8.34,10.69,8.45,1.03,0.77,2.3,0.46,19.79,150.62
2016,5,5,8.02,8.71,8.44,2.53,0.74,2.27,0.45,18.95,145.05
2016,5,6,6.78,7.01,8.25,2.14,0.62,1.89,0.38,16.93,126.8
2016,5,7,6.5,6.56,8.21,2.25,0.59,1.59,0.32,16.17,121.35
2016,5,8,6.84,6.56,8.14,2.54,0.62,1.71,0.34,16.84,127.7
2016,5,9,8.28,10.85,8.33,0.91,0.76,2.15,0.43,20.11,153.11
2016,5,10,8.47,11.29,8.55,0.83,0.77,2.41,0.48,20.45,154.95
2016,5,11,8.27,9.47,8.55,1.54,0.75,2.48,0.49,20.08,151.51
2016,5,12,8.37,10.13,8.62,1.45,0.76,2.48,0.49,19.91,151.41
2016,5,13,8.39,10.61,8.52,1.19,0.76,2.51,0.49,20.11,153.3
2016,5,14,7.46,5.52,8.35,3.54,0.67,2.38,0.47,18.43,139.02
2016,5,15,8.72,11.82,8.77,0.84,0.78,2.57,0.51,20.76,157.35
2016,5,16,8.48,11.31,8.57,0.84,0.76,2.29,0.46,20.55,155.85
2016,5,17,7.88,8.84,8.36,1.39,0.7,2.02,0.41,19.09,145.3
2016,5,18,6.13,5.28,8.14,2.28,0.55,1.67,0.34,15.7,117.1
2016,5,19,8.32,10.54,8.43,1.1,0.74,2.18,0.44,20.3,154.56
2016,5,20,8.5,11.25,8.57,0.86,0.76,2.42,0.48,20.77,157.57
2016,5,21,8.56,10.8,8.79,1.11,0.76,2.48,0.49,20.66,155.79
2016,5,22,8.8,12,8.9,0.79,0.78,2.59,0.52,21.06,159.27
2016,5,23,8.75,12.06,8.84,0.79,0.77,-999,0.49,21.03,159.6
2016,5,24,8.79,11.88,8.91,0.79,0.78,2.58,0.51,21.27,160.17
2016,5,25,8.75,11.47,8.82,0.91,0.77,2.4,0.48,20.98,159.3
2016,5,26,8.48,10.47,8.6,1.22,0.75,2.13,0.43,20.27,155.23
2016,5,27,8.64,11.19,8.72,1,0.77,2.19,0.44,20.53,157.14
2016,5,28,8.69,11.23,8.78,1.05,0.77,-999,0.45,20.33,156.38
2016,5,29,9.03,11.91,9.14,0.91,0.8,2.31,0.46,20.8,158.7
2016,5,30,8.8,11.67,8.89,0.87,0.77,2.38,0.48,20.98,159.58
2016,5,31,8.59,10.76,8.66,1.08,0.76,2.34,0.47,20.27,155.92
2016,6,1,8.55,10.86,8.6,1.07,0.75,2.32,0.46,20.15,155.67
2016,6,2,8.67,11.27,8.76,0.97,0.76,2.4,0.48,20.59,157.8
2016,6,3,8.52,11.03,8.59,0.98,0.75,2.4,0.48,20.64,158.03
2016,6,4,8.29,10.48,8.42,1.09,0.73,-999,0.48,20.32,155.91
2016,6,5,8.65,10.88,8.73,1.17,0.76,2.51,0.49,20.12,155.69
2016,6,6,8.5,10.67,8.72,1.22,0.74,-999,0.5,20.41,156.35
2016,6,7,8.88,11.82,8.94,0.87,0.77,2.81,0.55,21.27,161.58
2016,6,8,8.26,10.03,8.4,1.24,0.72,2.65,0.52,20.44,156.19
2016,6,9,8.29,10.15,8.35,1.21,0.73,2.59,0.51,20.71,158.26
2016,6,10,6.05,3.2,8.04,3.65,0.52,2.09,0.41,15.82,118.27
2016,6,11,7.34,7.93,8.32,1.92,0.64,2.43,0.48,18.62,141.08
2016,6,12,8.62,10.76,8.72,1.22,0.75,2.65,0.52,20.77,158.63
2016,6,13,8.86,11.85,8.96,0.82,0.77,2.7,0.53,21.41,162.22
2016,6,14,8.77,11.77,8.96,0.89,0.77,-999,0.51,21.21,160.72
2016,6,15,8.74,11.97,8.91,0.89,0.76,-999,0.51,21.17,161
2016,6,16,8.89,12.13,9.04,0.76,0.77,2.95,0.58,21.82,163.66
2016,6,17,8.92,12,9.04,0.82,0.77,3.06,0.59,21.8,163.75
2016,6,18,8.53,10.25,8.86,1.79,0.74,2.98,0.58,20.98,158.47
2016,6,19,8.55,11.01,8.62,0.98,0.74,3.06,0.59,21.38,161.7
2016,6,20,8.46,10.51,8.53,1.09,0.73,2.97,0.57,21.01,159.74
2016,6,21,8.24,9.54,8.41,1.51,0.72,2.84,0.55,20.39,155.71
2016,6,22,8.46,10.35,8.54,1.19,0.73,2.9,0.56,20.87,158.84
2016,6,23,8.07,8.89,8.42,1.59,0.7,2.79,0.54,20.31,153.59
2016,6,24,8.44,10.27,8.58,1.28,0.73,2.97,0.57,20.98,159.12
2016,6,25,8.39,10.33,8.45,1.21,0.73,2.92,0.56,20.92,159.27
2016,6,26,6.27,4.85,8.1,3.02,0.55,2.16,0.42,16.01,121.51
2016,6,27,6.44,4.97,8.03,2.88,0.56,2.41,0.47,16.95,126.31
2016,6,28,8.13,9.39,8.29,1.35,0.71,2.96,0.57,20.78,157.09
2016,6,29,7.05,5.46,8.11,3.15,0.62,2.63,0.52,18.2,137.09
2016,6,30,4.89,2.75,7.71,3.11,0.43,1.87,0.37,13.38,98.57
2016,7,1,7.1,6.96,8.02,1.83,0.62,2.68,0.52,18.34,138.48
2016,7,2,8.17,10.1,8.25,1.13,0.72,2.98,0.58,20.97,158.7
2016,7,3,8.17,10.45,8.45,1.14,0.72,2.97,0.57,20.72,156.62
2016,7,4,8.55,11.19,8.61,0.95,0.75,3.1,0.59,21.36,161.5
2016,7,5,8.58,11.22,8.67,0.98,0.75,3.07,0.59,21.41,161.55
2016,7,6,8.43,10.79,8.56,1.11,0.74,3.09,0.59,21.35,160.59
2016,7,7,8.46,11,8.52,0.93,0.74,3.12,0.6,21.42,161.52
2016,7,8,8.52,11.16,8.57,0.92,0.75,3.12,0.6,21.39,161.4
2016,7,9,8.5,10.94,8.58,1.03,0.75,3.13,0.6,21.29,160.53
2016,7,10,8.61,11.45,8.66,0.88,0.76,3.23,0.62,21.49,161.79
2016,7,11,8.64,11.69,8.74,0.77,0.77,3.16,0.6,21.41,160.98
2016,7,12,8.72,11.91,8.8,0.74,0.77,3.11,0.59,21.5,161.64
2016,7,13,8.45,10.91,8.5,1.01,0.75,3.03,0.59,21.11,159.57
2016,7,14,8.34,10.78,8.38,0.96,0.74,3.05,0.59,21.12,159.48
2016,7,15,8.29,10.58,8.39,1.06,0.73,2.95,0.57,20.95,158.08
2016,7,16,8.16,10.18,8.27,1.08,0.73,2.94,0.57,20.89,157.22
2016,7,17,5.75,3.7,7.99,3.42,0.52,2.1,0.41,15.31,113.38
2016,7,18,7.15,6.58,7.93,2.21,0.64,2.67,0.52,18.6,139.51
2016,7,19,6.92,6.45,7.9,2.14,0.62,2.59,0.5,18.03,135.16
2016,7,20,6.99,6.72,7.98,1.99,0.62,2.71,0.52,18.55,137.55
2016,7,21,7.78,9.2,8.02,1.34,0.7,2.89,0.55,20.22,152.11
2016,7,22,7.58,7.9,8.05,2.08,0.68,2.78,0.54,19.45,146.88
2016,7,23,7.83,8.92,8.01,1.57,0.7,2.9,0.56,20.22,152.41
2016,7,24,7.73,8.62,7.95,1.77,0.7,2.86,0.55,19.92,150.62
2016,7,25,7.67,8.85,7.9,1.52,0.7,2.77,0.54,19.65,149.05
2016,7,26,7.66,9.01,7.94,1.38,0.7,2.76,0.53,19.52,147.92
2016,7,27,7.82,9.62,7.9,1.15,0.71,2.81,0.55,20,151.79
2016,7,28,7.48,8.74,7.91,1.59,0.68,2.62,0.52,19.16,145.09
2016,7,29,7.55,8.39,7.8,1.54,0.69,2.69,0.52,19.28,146.21
2016,7,30,7,6.36,7.57,2.22,0.64,2.6,0.5,18.16,137.07
2016,7,31,7.16,7.49,7.53,1.84,0.66,2.62,0.51,18.43,140.18
2016,8,1,7.05,7.12,7.54,2.01,0.65,2.56,0.5,18.35,138.61
2016,8,2,6.06,5.15,7.64,2.18,0.56,2.31,0.45,16.27,120.22
2016,8,3,6.06,5.31,7.59,2.05,0.56,2.3,0.45,16.26,120.05
2016,8,4,6.42,5.96,7.61,1.91,0.59,2.4,0.47,16.91,125.88
2016,8,5,5.8,3.92,7.56,2.7,0.54,2.23,0.44,15.55,114.44
2016,8,6,7.34,9.06,7.69,1.22,0.69,2.65,0.52,18.8,142.6
2016,8,7,7.69,9.59,7.78,1.23,0.72,2.73,0.53,19.45,147.77
2016,8,8,7.91,10.19,7.97,0.99,0.74,2.74,0.53,19.69,149.32
2016,8,9,6.33,6.24,7.56,2.44,0.59,2.17,0.43,16.47,124.37
2016,8,10,6.82,7.41,7.54,1.82,0.65,2.41,0.47,17.73,133.73
2016,8,11,6.64,7.38,7.55,1.6,0.63,2.35,0.46,17.44,130.23
2016,8,12,7.27,8.74,7.62,1.28,0.69,2.47,0.48,18.59,140.53
2016,8,13,7.45,9.6,7.61,0.99,0.71,2.56,0.5,18.88,143.39
2016,8,14,7.61,10.07,7.63,0.91,0.73,2.54,0.49,19.11,145.61
2016,8,15,7.44,9.51,7.58,0.98,0.71,2.48,0.48,18.76,142.57
2016,8,16,7.07,8.39,7.53,1.26,0.68,2.35,0.46,17.7,134.69
2016,8,17,6.99,7.86,7.43,1.52,0.68,2.38,0.46,17.77,134.57
2016,8,18,6.12,6.35,7.36,1.78,0.59,2.17,0.43,15.94,119.45
2016,8,19,7.24,9.09,7.4,1.07,0.7,2.38,0.47,18.37,139.57
2016,8,20,6.26,6.27,7.27,1.94,0.62,1.99,0.39,15.91,120.62
2016,8,21,6.92,8.29,7.22,1.31,0.68,2.12,0.42,17.26,132.52
2016,8,22,6.13,6.87,7.23,1.62,0.6,2,0.4,15.73,119.1
2016,8,23,6.02,6.68,7.14,1.74,0.59,1.9,0.38,15.17,116.22
2016,8,24,7.17,9.12,7.25,1.05,0.71,2.21,0.44,17.52,135.2
2016,8,25,6.74,7.9,7.14,1.46,0.67,2.14,0.42,16.71,128.13
2016,8,26,5.71,5.53,7.09,2.15,0.57,1.97,0.39,14.7,110.62
2016,8,27,6.81,8.17,7.24,1.38,0.69,2.21,0.44,17.05,129.41
2016,8,28,7.25,9.73,7.25,0.95,0.73,2.21,0.44,17.79,136.6
2016,8,29,7.27,9.91,7.3,0.88,0.74,2.23,0.44,17.95,136.83
2016,8,30,6.92,8.88,7.18,1.15,0.71,2.19,0.43,17.18,130.98
2016,8,31,7.04,9.55,7.05,0.9,0.73,2.34,0.46,17.77,135.47
2016,9,1,5.52,4.96,6.83,2.2,0.57,1.98,0.39,14.59,108.31
2016,9,2,6.74,8.79,6.94,1.11,0.7,2.29,0.45,17,129.69
2016,9,3,7.06,9.61,7.1,0.91,0.73,2.34,0.45,17.51,133.54
2016,9,4,7.64,11.38,7.65,0.62,0.8,2.36,0.46,17.86,135.92
2016,9,5,7.17,10.17,7.34,0.89,0.76,-999,0.42,17.06,130.59
2016,9,6,6.65,7.81,6.99,1.45,0.7,2.26,0.44,16.7,126.03
2016,9,7,3.13,1.22,6.63,2.35,0.34,1.3,0.26,9.11,63.59
2016,9,8,6.7,9.2,6.76,1,0.72,2.27,0.44,16.84,128.99
2016,9,9,6.88,9.91,6.86,0.78,0.74,2.23,0.44,16.91,130.05
2016,9,10,6.79,9.61,6.77,0.86,0.73,2.2,0.43,16.55,127.95
2016,9,11,6.79,9.84,6.79,0.75,0.74,2.19,0.43,16.7,128.38
2016,9,12,6.36,8.55,6.76,1.12,0.7,2.1,0.41,16.01,121.22
2016,9,13,4.71,2.65,6.64,3.31,0.52,1.61,0.31,12.47,91.56
2016,9,14,6.84,9.89,6.87,0.86,0.76,2.04,0.4,16.31,125.8
2016,9,15,6.99,10.85,6.98,0.59,0.78,2.02,0.4,16.49,126.87
2016,9,16,6.91,10.76,6.9,0.58,0.77,2.02,0.4,16.39,126.08
2016,9,17,6.81,10.34,6.79,0.68,0.77,1.91,0.38,16.03,123.99
